OBJECTID_1,OBJECTID,PadID,nnes_9m,nnes_15m,nnes_21m,nnes_27m,nnes_33m,nnes_39m,nnes_45m,nnes_51m,nnes_57m,nnes_63m,nnes_69m,nnes_75m,nnes_81m,nnes_87m,nnes_93m,nnes_99m,nnes_105m,nnes_111m,nnes_117m,nnes_123m,nnes_130m,nnes_150m,nnes_170m,nnes_190m,nnes_210m,nnes_230m,nnes_250m,nnes_270m,nnes_290m,nnes_310m,nnes_330m,nnes_350m,nnes_370m,nnes_390m,nnes_410m,nnes_430m,nnes_450m,nnes_470m,nnes_530m,nnes_570m,nnes_610m,nnes_650m,nnes_690m,nnes_730m,nnes_770m,nnes_810m,nnes_850m,nnes_890m,nnes_930m,nnes_970m,nnes_1010m,nnes_1110m,nnes_1290m,nnes_1470m,nnes_1650m,nnes_1830m,nnes_2010m,nnes_2190m,nnes_2370m,nnes_2550m,nnes_2730m,nnes_2910m,nnes_3090m,nnes_3270m,nnes_3450m,nnes_3630m,nnes_3810m,nnes_3990m,nnes_4170m,nnes_4350m,nnes_4530m,nnes_4710m,nnes_4890m,nnes_5070m
27,27,WHI17Tv,0.13475062,0.203144953,0.226152435,0.230578005,0.228230715,0.224418625,0.217581764,0.20610109,0.192846134,0.176127195,0.156580433,0.137400568,0.11808119,0.096348234,0.072480872,0.046279259,0.017574033,-0.012889179,-0.044950981,-0.079436123,-0.128993243,-0.25722906,-0.380032301,-0.489193499,-0.570718467,-0.615027368,-0.630574405,-0.620586753,-0.606146932,-0.59480083,-0.583755136,-0.573933601,-0.566990316,-0.563252866,-0.561665177,-0.56159538,-0.562292337,-0.563451052,-0.558997333,-0.552505434,-0.541773736,-0.517992914,-0.475728482,-0.416418463,-0.348144412,-0.277415097,-0.207000375,-0.136829749,-0.069178745,-0.007056567,0.048238296,0.149714664,0.31364131,0.424376845,0.572312951,0.728568316,0.922164917,0.999939263,0.994008958,0.992367625,0.994525611,0.999141455,0.9999699,0.999896586,0.999870181,0.999962032,0.999748707,0.997313142,0.989123702,0.975539923,0.956344485,0.935216844,0.911918461,0.886676669
28,28,WHI16Tv,0.310115665,0.240958914,0.209717691,0.184036374,0.164807677,0.153690696,0.140254661,0.127238989,0.114834003,0.099628977,0.080759369,0.059810836,0.03777812,0.014907674,-0.009483108,-0.036001205,-0.06429065,-0.094397604,-0.125328228,-0.156795189,-0.242449492,-0.349787533,-0.446324676,-0.521477818,-0.573172927,-0.608434558,-0.629387558,-0.631366611,-0.630202055,-0.630319953,-0.629351974,-0.627806962,-0.625057817,-0.62155056,-0.61847657,-0.615572035,-0.611581028,-0.607319295,-0.592999279,-0.578632951,-0.559616506,-0.536167681,-0.497080326,-0.441210836,-0.374293655,-0.301874638,-0.22654815,-0.151273593,-0.078952461,-0.013571712,0.041104805,0.149714664,0.31364131,0.424376845,0.572312951,0.728568316,0.922164917,0.999939263,0.994008958,0.992367625,0.994525611,0.999141455,0.9999699,0.999896586,0.999870181,0.999962032,0.999748707,0.997313142,0.989123702,0.975539923,0.956344485,0.935216844,0.911918461,0.886676669
29,29,WOR30Cv,0.759910822,0.788389623,0.805895984,0.824082553,0.843012929,0.862715244,0.883092403,0.902193189,0.919838846,0.936233222,0.950756133,0.963488579,0.973910093,0.982132673,0.988655329,0.993406475,0.996252894,0.998821676,0.9999035,0.999956548,0.99442637,0.99405843,0.989886761,0.986593366,0.985076249,0.983999968,0.981184602,0.978882372,0.978417516,0.978892028,0.980766535,0.985134602,0.992039621,0.997901022,0.999998748,0.99805665,0.994003356,0.989346206,0.989065945,0.996450067,0.999913812,0.999181449,0.997200012,0.995623648,0.994658411,0.993542075,0.991758883,0.98967427,0.986983418,0.983055592,0.97834301,0.964608669,0.926732481,0.872268558,0.76656723,0.619569957,0.449136198,0.254264265,0.05849921,-0.082677685,-0.163180396,-0.202528134,-0.226175666,-0.246528253,-0.249942943,-0.240897596,-0.222459346,-0.197897434,-0.159558281,-0.114154242,-0.067345783,-0.029733241,-0.00165549,0.021489309
30,30,ARM02Cv,-0.876617491,-0.886888802,-0.896729946,-0.911381483,-0.929848909,-0.950514257,-0.971290469,-0.988714695,-0.998523831,-0.999247491,-0.992760241,-0.983007669,-0.973822653,-0.96755141,-0.965121269,-0.966286004,-0.969891012,-0.974573255,-0.979345798,-0.983337343,-0.980202734,-0.97692728,-0.97254318,-0.971230149,-0.971924067,-0.969084442,-0.960623324,-0.946729898,-0.928366005,-0.910090923,-0.895105183,-0.88255465,-0.871129453,-0.86053884,-0.851353049,-0.84373033,-0.837222099,-0.830633461,-0.806653678,-0.787132323,-0.762704611,-0.732180655,-0.70074141,-0.673564434,-0.653160214,-0.637723148,-0.626027346,-0.617980003,-0.617182672,-0.622655451,-0.635684669,-0.735659182,-0.886755466,-0.924871743,-0.918670893,-0.917043567,-0.894050658,-0.86006546,-0.810241044,-0.761682093,-0.727050364,-0.699769557,-0.672853947,-0.640425086,-0.601447523,-0.57453692,-0.555466294,-0.523372114,-0.4910869,-0.47382614,-0.470954597,-0.471285403,-0.467286706,-0.465773433
31,31,ARM17Cv,-0.915751636,-0.920210242,-0.92416501,-0.92928648,-0.934413135,-0.939733267,-0.945221782,-0.950937629,-0.956342399,-0.961160839,-0.965248585,-0.96870625,-0.971623898,-0.974160254,-0.9766559,-0.97939837,-0.982566655,-0.986172378,-0.990019202,-0.993732572,-0.997457445,-0.998383999,-0.984981418,-0.965674341,-0.943582416,-0.918942213,-0.895913363,-0.863900244,-0.830960691,-0.803151786,-0.78041923,-0.761512458,-0.746541321,-0.736293018,-0.730637372,-0.728916049,-0.729201674,-0.729654729,-0.728156149,-0.728817642,-0.733267069,-0.737440288,-0.740191638,-0.740730524,-0.742265761,-0.746832848,-0.753688872,-0.766899049,-0.787110746,-0.811546862,-0.838555396,-0.929452658,-0.990337849,-0.983184576,-0.947663367,-0.912263215,-0.875978053,-0.828303218,-0.778896093,-0.738336921,-0.707557917,-0.684750736,-0.660902917,-0.624736726,-0.580539882,-0.550270379,-0.528559744,-0.500299394,-0.474290907,-0.461202323,-0.461476892,-0.463079631,-0.465691358,-0.470129281
32,32,ARM19Cv,-0.766628027,-0.785567641,-0.815212131,-0.855671763,-0.900407493,-0.941773355,-0.972432256,-0.990894496,-0.998885512,-0.999686122,-0.996705949,-0.992535353,-0.988674343,-0.985848486,-0.984366417,-0.984258175,-0.985316694,-0.98719579,-0.98950398,-0.991901994,-0.994568706,-0.999063194,-0.998555422,-0.978393495,-0.936157107,-0.8880651,-0.850885451,-0.828179121,-0.813765526,-0.801692784,-0.790991306,-0.781870902,-0.775034189,-0.77090615,-0.767997324,-0.764630497,-0.761230648,-0.758004487,-0.746153533,-0.733058929,-0.716408014,-0.698753417,-0.680200458,-0.663519442,-0.651999533,-0.648423493,-0.652920425,-0.66031599,-0.666412175,-0.674442947,-0.687493622,-0.728863358,-0.872392952,-0.914817035,-0.911542177,-0.911674678,-0.89256686,-0.860967755,-0.813084722,-0.766180336,-0.732691824,-0.70826453,-0.682414114,-0.650524974,-0.614121735,-0.587673903,-0.569761932,-0.540672064,-0.506873012,-0.486826777,-0.481995285,-0.47991541,-0.473885149,-0.470902622
33,33,ARM27Cv,0.10963545,0.099430889,0.088268563,0.077483788,0.06601432,0.051002689,0.032144643,0.012044051,-0.007066819,-0.025221923,-0.042634349,-0.058711752,-0.071192935,-0.078937486,-0.08288867,-0.085899137,-0.097770564,-0.115193047,-0.126009196,-0.118319832,-0.050786484,-0.038586244,-0.081672825,-0.14499104,-0.213554099,-0.273264706,-0.325492114,-0.374237299,-0.422849953,-0.468532413,-0.5054304,-0.527430952,-0.540983677,-0.549381196,-0.555090547,-0.559666514,-0.563807309,-0.568732023,-0.591260135,-0.611642361,-0.635280252,-0.660462976,-0.685347199,-0.709201217,-0.733213127,-0.758997321,-0.78607136,-0.816342413,-0.849181771,-0.880125284,-0.908454418,-0.966934443,-0.9921453,-0.978671014,-0.941945076,-0.891897738,-0.855985522,-0.813468993,-0.777588487,-0.746595263,-0.721196413,-0.704350412,-0.68569231,-0.65263778,-0.616872132,-0.58800602,-0.568027198,-0.549634755,-0.521921813,-0.501520813,-0.494320154,-0.488570809,-0.48729071,-0.488742411
34,34,ARM28Cv,-0.004824532,-0.005294688,-0.016585218,-0.029814744,-0.040571906,-0.04729357,-0.050800294,-0.05007071,-0.043644778,-0.030031132,-0.011786577,0.006883956,0.013099924,0.010138012,0.013068455,0.036654517,0.065316789,0.087388635,0.103792712,0.11348059,0.152473778,0.112529472,0.053419337,-0.022934483,-0.10583134,-0.183188453,-0.248014152,-0.304725856,-0.356785744,-0.404739618,-0.443057835,-0.470524013,-0.48692736,-0.499553561,-0.511075854,-0.520872653,-0.529232919,-0.53722024,-0.563364387,-0.588056564,-0.616980433,-0.647073328,-0.67857784,-0.711593509,-0.744857669,-0.777150691,-0.807819426,-0.839802206,-0.873659909,-0.904724061,-0.931337237,-0.966934443,-0.9921453,-0.978671014,-0.941945076,-0.891897738,-0.855985522,-0.813468993,-0.777588487,-0.746595263,-0.721196413,-0.704350412,-0.68569231,-0.65263778,-0.616872132,-0.58800602,-0.568027198,-0.549634755,-0.521921813,-0.501520813,-0.494320154,-0.488570809,-0.48729071,-0.488742411
35,35,ARM29Cv,-0.256736219,-0.238093913,-0.221095368,-0.203350842,-0.183181182,-0.159810826,-0.131071627,-0.098194093,-0.065088391,-0.046968967,-0.04037299,-0.024849392,0.020031694,0.072950028,0.116937138,0.153299138,0.179836869,0.195352435,0.202203363,0.202018663,0.225691408,0.183352754,0.110941835,0.026064694,-0.060738739,-0.140770435,-0.211772844,-0.272805065,-0.325398117,-0.370266348,-0.406339914,-0.433386266,-0.452246279,-0.468660474,-0.483481079,-0.496292114,-0.506756306,-0.515646279,-0.541133881,-0.566249073,-0.595973372,-0.627695799,-0.662353277,-0.699784875,-0.737277508,-0.770941794,-0.80202198,-0.83370173,-0.867292762,-0.899322152,-0.927092671,-0.966934443,-0.9921453,-0.978671014,-0.941945076,-0.891897738,-0.855985522,-0.813468993,-0.777588487,-0.746595263,-0.721196413,-0.704350412,-0.68569231,-0.65263778,-0.616872132,-0.58800602,-0.568027198,-0.549634755,-0.521921813,-0.501520813,-0.494320154,-0.488570809,-0.48729071,-0.488742411
36,36,ARM02Tv,0.94037044,0.938966155,0.932580769,0.918462932,0.899122834,0.875686944,0.848621011,0.818805099,0.787496567,0.756651998,0.727015495,0.698664725,0.671841085,0.646638274,0.623456597,0.60267061,0.584634066,0.569395661,0.557020009,0.547448695,0.547454119,0.549378574,0.570733368,0.595729589,0.61871469,0.633944392,0.642399251,0.646315575,0.646805704,0.643926024,0.637722254,0.627818286,0.612166584,0.590771258,0.56394732,0.530625582,0.489129245,0.4419007,0.286972493,0.184326723,0.08257813,-0.009964691,-0.087121911,-0.148254141,-0.192366064,-0.219864249,-0.232962906,-0.239064038,-0.243978351,-0.248119235,-0.251609087,-0.26852867,-0.310504824,-0.2964513,-0.227514073,-0.193161488,-0.201698288,-0.225762025,-0.243026093,-0.23054482,-0.205044121,-0.1568809,-0.079416633,-0.017513961,0.032786842,0.091338381,0.172078222,0.272948891,0.38217175,0.464921921,0.508317113,0.515113652,0.495497286,0.452414066
37,37,ARM14Tv,-0.804514349,-0.807123363,-0.805583954,-0.802526653,-0.795615911,-0.784157038,-0.769331574,-0.751879036,-0.733378768,-0.715138018,-0.697797835,-0.681768835,-0.667268157,-0.654332757,-0.643078506,-0.633388281,-0.625034034,-0.617861688,-0.611502171,-0.60584712,-0.603032827,-0.589488983,-0.579967439,-0.568091929,-0.55041492,-0.52626431,-0.49614805,-0.454559386,-0.407850146,-0.36043641,-0.32104364,-0.287602544,-0.259739041,-0.237489492,-0.220310777,-0.20713076,-0.196972817,-0.188040525,-0.156676278,-0.132835388,-0.111342974,-0.09024144,-0.071686864,-0.054896314,-0.039856039,-0.031079683,-0.030536823,-0.034353323,-0.035787959,-0.031990703,-0.025436193,0.036524426,0.12447191,0.170269966,0.130026117,0.019295361,-0.110729523,-0.201126605,-0.257011324,-0.294249326,-0.274464667,-0.193750709,-0.107103661,-0.05308412,0.021857817,0.11935363,0.216510013,0.316210806,0.405456781,0.483377576,0.536977053,0.553031147,0.539136827,0.474721998
38,38,ARM25Tv,0.238241419,0.48826164,0.631492317,0.678275883,0.686495185,0.686618268,0.682380974,0.675134122,0.66420877,0.64355582,0.590804577,0.529776156,0.486480832,0.448348492,0.403092295,0.346714944,0.289200574,0.234808311,0.182156116,0.131161675,0.12834163,-0.014218718,-0.111956619,-0.16102913,-0.165440455,-0.140126944,-0.098559715,-0.051488183,-0.005574825,0.036837261,0.074828148,0.107852936,0.135090813,0.155336529,0.168943599,0.175367907,0.178922594,0.177312016,0.146748021,0.116733976,0.086464696,0.062513724,0.043370143,0.026039669,0.009271163,-0.006412852,-0.023215743,-0.041363984,-0.059013542,-0.076914713,-0.094337314,-0.106495611,-0.028325019,0.022610795,-0.014220147,-0.087502874,-0.136593565,-0.191130802,-0.257259697,-0.284208924,-0.260064363,-0.205863118,-0.130857244,-0.057459548,-0.019838374,0.024223017,0.113972336,0.228184521,0.34447968,0.424571127,0.463267475,0.483115822,0.482726038,0.456383914
39,39,ARM26Tv,-0.58727777,-0.568364859,-0.476685762,-0.334411711,-0.232667729,-0.193078205,-0.182693407,-0.177453503,-0.172711134,-0.162323415,-0.149705708,-0.148984328,-0.164193645,-0.185687318,-0.206316888,-0.228039667,-0.253436387,-0.277544528,-0.29874748,-0.316884965,-0.314001024,-0.355381489,-0.358059645,-0.330236793,-0.286397576,-0.237449422,-0.189970151,-0.146047786,-0.106131718,-0.069270559,-0.035838708,-0.006181829,0.018779993,0.038009934,0.055399086,0.066960417,0.073113859,0.075101793,0.068537019,0.057825629,0.048199005,0.043952283,0.039772183,0.03151077,0.020795666,0.007749154,-0.007636624,-0.024202041,-0.043361329,-0.063224234,-0.080184028,-0.067741126,0.032778978,0.087216914,0.037360705,-0.05768948,-0.126412928,-0.187301904,-0.255500466,-0.29222545,-0.269353747,-0.211173967,-0.13816072,-0.070346765,-0.024573149,0.026298502,0.116951108,0.22753498,0.337537795,0.414346844,0.45532012,0.477785498,0.481816024,0.455290616
40,40,WHI02Tv,-0.283339024,-0.319021344,-0.306302041,-0.303098828,-0.30831334,-0.315172195,-0.3236655,-0.328123063,-0.329957962,-0.334338218,-0.341750681,-0.348138392,-0.353434533,-0.357302427,-0.362173766,-0.368056566,-0.375590205,-0.384985894,-0.396467566,-0.40970856,-0.376079798,-0.437579989,-0.4849751,-0.519571781,-0.528270662,-0.536376953,-0.547399461,-0.54960686,-0.542432249,-0.528802156,-0.511837602,-0.495857179,-0.484039277,-0.476555377,-0.473437041,-0.472911119,-0.473510981,-0.473929644,-0.468010813,-0.457628518,-0.438858986,-0.408618003,-0.367446184,-0.320352823,-0.267594963,-0.211773306,-0.154583275,-0.098856524,-0.046770584,0.002371937,0.052606758,0.159718558,0.328405917,0.42691958,0.593034983,0.771963239,0.995359182,0.915983915,0.909106374,0.954595804,0.980216265,0.997807264,0.99986732,0.999997079,0.999991834,0.999992013,0.999685585,0.996183097,0.987151802,0.972043097,0.95210433,0.931246102,0.907766759,0.883332193
41,41,WHI04Tv,0.319440246,0.328923345,0.322282553,0.319975853,0.317736924,0.31806764,0.319938153,0.319437087,0.313766956,0.305289865,0.293046862,0.276988357,0.257179767,0.234306991,0.207925141,0.178649068,0.147288069,0.113849871,0.078107975,0.040241014,-0.021034509,-0.161509842,-0.29442817,-0.401678145,-0.494150817,-0.564827263,-0.605672956,-0.626908362,-0.629902661,-0.619878471,-0.603950083,-0.587107182,-0.571876884,-0.56144166,-0.555310428,-0.552075922,-0.550205648,-0.547425747,-0.529489636,-0.510633945,-0.490321398,-0.464045256,-0.426391304,-0.378101617,-0.318555385,-0.254911244,-0.191436902,-0.128542364,-0.067703784,-0.010684915,0.04057572,0.134866625,0.279229462,0.409819484,0.592760861,0.764198244,0.979494214,0.981335521,0.972242177,0.978002429,0.988768578,0.998837173,0.999960601,0.999999404,0.999966145,0.999984801,0.999876261,0.997240126,0.989284337,0.975640893,0.956737399,0.936901391,0.915014327,0.890629053
42,42,WHI05Tv,0.477410764,0.469525456,0.461880207,0.456846744,0.45256713,0.445991188,0.432412893,0.413348436,0.390871167,0.364649713,0.338055253,0.312296242,0.285234869,0.256491035,0.226574391,0.194993034,0.161067948,0.125163838,0.087332346,0.047613166,-0.006462203,-0.145021468,-0.284959286,-0.403754175,-0.494385421,-0.565138698,-0.612907946,-0.639042795,-0.649736226,-0.651419759,-0.645641625,-0.635225892,-0.622228682,-0.609506428,-0.598111868,-0.588557065,-0.581039071,-0.574247301,-0.544169843,-0.517506063,-0.490666091,-0.465953588,-0.435045779,-0.391330659,-0.334813416,-0.269427687,-0.20279336,-0.136133939,-0.070952743,-0.012351588,0.035674065,0.099624708,0.19436115,0.395366967,0.611809611,0.815716803,0.999074817,0.981693745,0.976773977,0.976987183,0.989046991,0.998748779,0.999723732,0.999977529,0.999999821,0.999852717,0.999989986,0.997798026,0.990979314,0.978502274,0.961292386,0.943521678,0.924229503,0.90082562
43,43,WHI06Tv,-0.964147508,-0.969007671,-0.970865011,-0.969195843,-0.966490507,-0.963840902,-0.96296227,-0.963883996,-0.966180503,-0.969577014,-0.973972917,-0.979178965,-0.984682798,-0.989791214,-0.994058728,-0.99734062,-0.999417543,-0.999968469,-0.998578966,-0.994835019,-0.987174153,-0.941493094,-0.865933836,-0.783853173,-0.720953584,-0.686236143,-0.673902869,-0.676843584,-0.686381817,-0.699705005,-0.71608156,-0.730240226,-0.740269065,-0.746586204,-0.747573733,-0.742403626,-0.732227445,-0.718352079,-0.67153126,-0.64093101,-0.60372448,-0.559295595,-0.513302505,-0.465407759,-0.40810895,-0.337891459,-0.257912368,-0.175187871,-0.100501955,-0.039586361,0.008224784,0.098676212,0.256927222,0.423848063,0.559981585,0.70001018,0.850682199,0.962593436,0.988626182,0.997989297,0.999998331,0.999992549,0.99934417,0.999445379,0.999526322,0.999624312,0.999776483,0.998391092,0.992195666,0.980779767,0.963842869,0.943365574,0.921450496,0.896410644
44,44,WHI07Tv,-0.954641342,-0.950933754,-0.953543007,-0.954642415,-0.955289423,-0.956548572,-0.959295034,-0.963457882,-0.967901289,-0.971502542,-0.974581718,-0.977463424,-0.980482578,-0.983854651,-0.987526655,-0.991403103,-0.995177567,-0.998262346,-0.99990356,-0.99934274,-0.996824145,-0.954796851,-0.870815694,-0.784772158,-0.721653223,-0.688463271,-0.677343667,-0.679931819,-0.690699637,-0.70749712,-0.725291073,-0.737012148,-0.745914757,-0.751212001,-0.752819002,-0.751951933,-0.748660147,-0.742943108,-0.71485877,-0.687748432,-0.649780452,-0.601308107,-0.547945797,-0.495275289,-0.433779866,-0.358177632,-0.272390336,-0.184616819,-0.102946348,-0.033314887,0.023350891,0.098676212,0.256927222,0.423848063,0.559981585,0.70001018,0.850682199,0.962593436,0.988626182,0.997989297,0.999998331,0.999992549,0.99934417,0.999445379,0.999526322,0.999624312,0.999776483,0.998391092,0.992195666,0.980779767,0.963842869,0.943365574,0.921450496,0.896410644
45,45,WHI09Tv,-0.901509643,-0.902477741,-0.909217,-0.917286038,-0.927434921,-0.938398123,-0.950598121,-0.962475002,-0.974128842,-0.984006882,-0.991621256,-0.996969342,-0.999693036,-0.999599278,-0.996741593,-0.991293967,-0.983509123,-0.97351855,-0.961665273,-0.948248923,-0.93116492,-0.872790515,-0.809453785,-0.756055415,-0.715626955,-0.691001475,-0.681113601,-0.682441771,-0.690714657,-0.702331424,-0.712134063,-0.719989657,-0.728306293,-0.737132967,-0.745341182,-0.751371682,-0.757330418,-0.761115134,-0.750911176,-0.729522467,-0.694466352,-0.644281685,-0.583935916,-0.514946878,-0.439685106,-0.355848104,-0.264191091,-0.172008231,-0.083198257,-0.000720652,0.071352981,0.206241995,0.344070494,0.464942396,0.562354445,0.686725914,0.793888867,0.896350682,0.971485376,0.990709901,0.998128891,0.99986589,0.999349594,0.998493731,0.998741448,0.998509288,0.998221874,0.996373117,0.989148259,0.976565659,0.959676504,0.935643613,0.908980489,0.883472323
46,46,WHI12Tv,-0.993628919,-0.996273041,-0.998759329,-0.999985039,-0.999275446,-0.996864617,-0.993177891,-0.988951802,-0.984922767,-0.981225729,-0.977536917,-0.973361492,-0.968685031,-0.963457465,-0.957204401,-0.949662566,-0.940765381,-0.930644214,-0.919558406,-0.907492757,-0.876088858,-0.828744888,-0.777485311,-0.724726498,-0.678765535,-0.64476347,-0.61921823,-0.602751315,-0.594728947,-0.591091514,-0.587405324,-0.587398767,-0.592075527,-0.601751864,-0.615107238,-0.628056765,-0.63847214,-0.648725271,-0.654652715,-0.642035186,-0.619140148,-0.580835521,-0.525788009,-0.453659594,-0.368999839,-0.281972796,-0.196166545,-0.11447826,-0.034355704,0.043613099,0.115841471,0.250183016,0.391528547,0.47581616,0.557010114,0.686955333,0.795818388,0.903459549,0.98137641,0.995775759,0.999164999,0.999985397,0.999674797,0.998688579,0.999099612,0.998749733,0.997853041,0.995508552,0.987341106,0.973404586,0.955379725,0.930002749,0.901718676,0.875872672
47,47,WHI14Tv,-0.81552428,-0.841512561,-0.845276058,-0.865341723,-0.892589808,-0.91475457,-0.934221506,-0.950733721,-0.963884234,-0.974239707,-0.982718289,-0.989588141,-0.994937956,-0.998511255,-0.99998188,-0.998930871,-0.994761169,-0.987071633,-0.975775421,-0.961199582,-0.945084453,-0.870909691,-0.789868534,-0.716066301,-0.660515964,-0.630908728,-0.620303988,-0.62366569,-0.630873978,-0.638003707,-0.643322051,-0.646332502,-0.64730233,-0.645741224,-0.648845196,-0.655562937,-0.662330985,-0.668908775,-0.678400934,-0.668415606,-0.644827783,-0.606221616,-0.549197078,-0.479948878,-0.403216004,-0.322336495,-0.239160344,-0.154626369,-0.072837315,0.002539068,0.072447345,0.208085343,0.365275025,0.458957613,0.549468637,0.697193921,0.825948179,0.948265135,0.994717836,0.999595225,0.999993086,0.999701321,0.999583721,0.9991256,0.999589562,0.999322057,0.998838246,0.996540427,0.988370717,0.974516571,0.955951095,0.931658268,0.905146599,0.879035354
