OBJECTID_1,OBJECTID,PadID,wnes_9m,wnes_15m,wnes_21m,wnes_27m,wnes_33m,wnes_39m,wnes_45m,wnes_51m,wnes_57m,wnes_63m,wnes_69m,wnes_75m,wnes_81m,wnes_87m,wnes_93m,wnes_99m,wnes_105m,wnes_111m,wnes_117m,wnes_123m,wnes_130m,wnes_150m,wnes_170m,wnes_190m,wnes_210m,wnes_230m,wnes_250m,wnes_270m,wnes_290m,wnes_310m,wnes_330m,wnes_350m,wnes_370m,wnes_390m,wnes_410m,wnes_430m,wnes_450m,wnes_470m,wnes_530m,wnes_570m,wnes_610m,wnes_650m,wnes_690m,wnes_730m,wnes_770m,wnes_810m,wnes_850m,wnes_890m,wnes_930m,wnes_970m,wnes_1010m,wnes_1110m,wnes_1290m,wnes_1470m,wnes_1650m,wnes_1830m,wnes_2010m,wnes_2190m,wnes_2370m,wnes_2550m,wnes_2730m,wnes_2910m,wnes_3090m,wnes_3270m,wnes_3450m,wnes_3630m,wnes_3810m,wnes_3990m,wnes_4170m,wnes_4350m,wnes_4530m,wnes_4710m,wnes_4890m,wnes_5070m
365,365,SLO05C,0.758491516,0.724565744,0.715120196,0.72078824,0.728786409,0.736810565,0.742646873,0.748872817,0.753110588,0.754266381,0.757271111,0.760182321,0.761263728,0.761022687,0.760349512,0.759013653,0.757287979,0.754858017,0.751740813,0.747799039,0.743797898,0.718209267,0.689310849,0.645608366,0.595263779,0.541995347,0.487681687,0.433806002,0.377513021,0.317245215,0.239847422,0.144258097,0.025278335,-0.112783201,-0.26774624,-0.418387204,-0.540270865,-0.626149118,-0.727992594,-0.728302538,-0.700463653,-0.657137752,-0.603782475,-0.542715669,-0.487824231,-0.442986667,-0.410740733,-0.388762206,-0.374390066,-0.367010981,-0.364550382,-0.37942335,-0.440631986,-0.486408532,-0.529794216,-0.563737631,-0.609095633,-0.66032964,-0.698815525,-0.712089002,-0.719347,-0.73292172,-0.74158299,-0.752460659,-0.771387279,-0.793810129,-0.815302849,-0.829857469,-0.837116122,-0.832463086,-0.814989746,-0.78171587,-0.729670525,-0.663602769
366,366,SLO06C,0.668977141,0.727215767,0.724176645,0.718048751,0.711490393,0.71225512,0.715481997,0.708893538,0.699749351,0.696813762,0.693164766,0.687928617,0.681650519,0.674281299,0.667329669,0.660741925,0.655041873,0.649958551,0.645155847,0.640135705,0.61479038,0.591896772,0.563760161,0.525141358,0.47123161,0.406782359,0.339168578,0.26625672,0.194454506,0.123604074,0.04029585,-0.05299997,-0.157961965,-0.264108568,-0.360973656,-0.441351384,-0.499878436,-0.536601543,-0.576234996,-0.566768765,-0.540741682,-0.506240308,-0.46678412,-0.428347409,-0.393303096,-0.358399093,-0.332735211,-0.314777106,-0.304659098,-0.303973436,-0.311793298,-0.359473825,-0.429183781,-0.483890712,-0.528014779,-0.553411067,-0.593932688,-0.640006363,-0.679351687,-0.695752323,-0.706671536,-0.723964989,-0.734539986,-0.746765733,-0.765627444,-0.788473666,-0.810940266,-0.826384187,-0.8325665,-0.826604843,-0.806751192,-0.772878289,-0.720781386,-0.652194023
367,367,SLO07C,-0.97341758,-0.971783519,-0.971549988,-0.973823428,-0.981942475,-0.988875568,-0.991624951,-0.992043734,-0.991094708,-0.988845825,-0.985476077,-0.981060803,-0.97607547,-0.970716953,-0.964900196,-0.957958043,-0.950002193,-0.940695047,-0.929727554,-0.916808367,-0.908910811,-0.845205009,-0.776370466,-0.698550761,-0.620846212,-0.562394619,-0.520092547,-0.490386635,-0.47049728,-0.462103277,-0.455672681,-0.452784836,-0.450451732,-0.45038107,-0.44704634,-0.438365549,-0.426398218,-0.409511089,-0.347646087,-0.307257503,-0.269070297,-0.240487203,-0.223117471,-0.212138087,-0.207452536,-0.205720335,-0.207523197,-0.21397543,-0.222449467,-0.23782599,-0.257894874,-0.330082655,-0.432370543,-0.49281767,-0.510748982,-0.524532318,-0.549845278,-0.587382793,-0.623476565,-0.65037322,-0.673057497,-0.696846843,-0.713404119,-0.731907785,-0.751384318,-0.774334371,-0.796771944,-0.810859084,-0.814022601,-0.804714501,-0.780962765,-0.747003734,-0.696756899,-0.629594684
368,368,SLO08C,-0.865019679,-0.913621485,-0.923761606,-0.943353117,-0.958218575,-0.96626693,-0.972592831,-0.976507783,-0.979047298,-0.979963362,-0.980043709,-0.979660511,-0.978216767,-0.976495802,-0.975499928,-0.975333631,-0.976061761,-0.977087438,-0.977831602,-0.977737904,-0.981669128,-0.972681761,-0.956545591,-0.936204851,-0.910180867,-0.878464937,-0.839727938,-0.797937453,-0.749896288,-0.699082375,-0.645482302,-0.592725158,-0.539081037,-0.487376481,-0.439696461,-0.395693362,-0.355555773,-0.317982197,-0.226516232,-0.184071422,-0.14879407,-0.120890841,-0.105843559,-0.103968792,-0.112322427,-0.129053548,-0.150020048,-0.17279616,-0.196843207,-0.221214667,-0.245834559,-0.329835862,-0.447485387,-0.501576722,-0.503976882,-0.511444509,-0.527150571,-0.556714058,-0.588050961,-0.622381568,-0.6536147,-0.678671002,-0.700400352,-0.723432362,-0.74392885,-0.76618892,-0.787199378,-0.79907763,-0.79994446,-0.787679374,-0.764197648,-0.73039335,-0.681995392,-0.618220448
369,369,SLO09C,-0.739902854,-0.694290459,-0.698644936,-0.691745818,-0.700835645,-0.72680676,-0.757792532,-0.7867257,-0.810221255,-0.82626456,-0.839461148,-0.850216627,-0.857737541,-0.862531602,-0.868275642,-0.874027729,-0.879855096,-0.885755301,-0.891766369,-0.89760685,-0.897956491,-0.915592313,-0.929632783,-0.940224648,-0.941332519,-0.935698926,-0.920431972,-0.895495594,-0.857074261,-0.802516162,-0.732397735,-0.650649726,-0.562562406,-0.474893421,-0.394113541,-0.324550658,-0.265723497,-0.216148764,-0.117174752,-0.07836362,-0.055337325,-0.042990945,-0.03947762,-0.046278555,-0.063649319,-0.089653753,-0.12081901,-0.155497044,-0.190343976,-0.224128678,-0.257077008,-0.341854095,-0.463211894,-0.503860891,-0.500313222,-0.500357032,-0.50767827,-0.527416348,-0.554620266,-0.594588637,-0.633607268,-0.659941554,-0.688035369,-0.714738786,-0.737037301,-0.757968128,-0.776489913,-0.786290467,-0.78445822,-0.769757092,-0.746830106,-0.71278435,-0.666466355,-0.605073094
370,370,SLO10C,-0.814783037,-0.833316386,-0.868877888,-0.890947044,-0.899343967,-0.904738963,-0.908130944,-0.912390471,-0.916971862,-0.918898106,-0.919104874,-0.917917967,-0.918793738,-0.920427501,-0.92241776,-0.926365376,-0.934595525,-0.939294696,-0.942874074,-0.94620198,-0.957483113,-0.964508474,-0.962865472,-0.956920266,-0.944640875,-0.922243059,-0.888795257,-0.841807365,-0.776079357,-0.694620192,-0.60435915,-0.513678372,-0.426658273,-0.345256805,-0.272443563,-0.210077852,-0.157621413,-0.115618758,-0.038532294,-0.012655441,-0.000904842,-0.002059621,-0.01214586,-0.031038111,-0.058935966,-0.093997188,-0.133313656,-0.173115402,-0.213731468,-0.251714677,-0.28651157,-0.354920268,-0.47276637,-0.508500874,-0.509126067,-0.510040998,-0.512782753,-0.521455467,-0.54220432,-0.584872305,-0.626843572,-0.654583514,-0.686225414,-0.71531415,-0.738045156,-0.757004917,-0.773349762,-0.781935573,-0.778112888,-0.762793899,-0.739994109,-0.707688332,-0.664798498,-0.60448736
371,371,SLO21C,-0.492071062,-0.52537483,-0.499783039,-0.487855673,-0.479707479,-0.495192856,-0.526135147,-0.570629954,-0.622803748,-0.680068672,-0.729155481,-0.767396867,-0.803476989,-0.838781178,-0.85982877,-0.8772524,-0.892688215,-0.906387627,-0.918945789,-0.930826128,-0.957506239,-0.975142121,-0.984426975,-0.985554039,-0.979927778,-0.966417313,-0.942088723,-0.904007554,-0.8509835,-0.782222033,-0.702638388,-0.617675722,-0.532564223,-0.451697588,-0.378160655,-0.310376644,-0.250976086,-0.198584482,-0.087604776,-0.050746255,-0.033021331,-0.027700501,-0.030559832,-0.040138114,-0.058298815,-0.086795695,-0.12156757,-0.16051285,-0.200981691,-0.239536867,-0.274219215,-0.35161683,-0.468707889,-0.510787487,-0.516743064,-0.525644422,-0.533638179,-0.541500926,-0.560644329,-0.601139307,-0.640249074,-0.666429043,-0.695264637,-0.723217189,-0.744641125,-0.763373077,-0.780378997,-0.789656639,-0.786209464,-0.772642493,-0.750403941,-0.71990478,-0.677944303,-0.618448138
372,372,SLO19C,-0.99836725,-0.992110908,-0.956092715,-0.898540437,-0.834667087,-0.793055415,-0.771831691,-0.762747943,-0.761885047,-0.765570998,-0.774018228,-0.785686255,-0.798847795,-0.812410474,-0.825406551,-0.838047147,-0.849926591,-0.861761034,-0.871612191,-0.880113482,-0.887563944,-0.907833576,-0.919880986,-0.927253544,-0.927607834,-0.923775256,-0.911911666,-0.887079298,-0.84714514,-0.792287052,-0.723810494,-0.647129536,-0.568184793,-0.492171705,-0.420434922,-0.356491506,-0.299170434,-0.248421222,-0.135109603,-0.094498374,-0.073382206,-0.063781254,-0.063285038,-0.068632416,-0.078939877,-0.097415254,-0.123588309,-0.154495537,-0.188230783,-0.221405327,-0.256607294,-0.35161683,-0.468707889,-0.510787487,-0.516743064,-0.525644422,-0.533638179,-0.541500926,-0.560644329,-0.601139307,-0.640249074,-0.666429043,-0.695264637,-0.723217189,-0.744641125,-0.763373077,-0.780378997,-0.789656639,-0.786209464,-0.772642493,-0.750403941,-0.71990478,-0.677944303,-0.618448138
373,373,SLO18C,-0.989948809,-0.995730162,-0.993167043,-0.989068389,-0.985757709,-0.982039154,-0.980369508,-0.98067683,-0.981018841,-0.980154216,-0.977851868,-0.973175645,-0.966767848,-0.959968984,-0.953814328,-0.947969079,-0.942168415,-0.936077416,-0.929959953,-0.923686504,-0.908311069,-0.889457405,-0.872867882,-0.866257966,-0.861694872,-0.855544567,-0.840814888,-0.818864226,-0.786762655,-0.743034542,-0.688638449,-0.62699753,-0.561283052,-0.494648606,-0.433627754,-0.378632277,-0.329839021,-0.286973864,-0.188168034,-0.144826263,-0.116907671,-0.102302119,-0.098598517,-0.102135859,-0.107768446,-0.118995488,-0.137408137,-0.161719844,-0.188941285,-0.216851473,-0.250565857,-0.349055499,-0.458617598,-0.505325258,-0.515512705,-0.531044483,-0.550284326,-0.569191635,-0.593780756,-0.628251135,-0.661097229,-0.683760285,-0.706204951,-0.730021954,-0.75051713,-0.771188974,-0.789906859,-0.801033616,-0.799734533,-0.789032638,-0.768155336,-0.736881435,-0.692586184,-0.632075965
374,374,SLO17C,-0.99099499,-0.955923855,-0.959353268,-0.965788186,-0.969871163,-0.973466575,-0.976818919,-0.978198171,-0.976949036,-0.973888457,-0.968906462,-0.962210715,-0.954262316,-0.945620239,-0.93720752,-0.929061949,-0.920868576,-0.911973774,-0.901340067,-0.888812304,-0.872148097,-0.809830725,-0.74082005,-0.670601726,-0.608346581,-0.561284244,-0.538677156,-0.528245807,-0.523049295,-0.515962481,-0.506749511,-0.49257201,-0.476284981,-0.45508492,-0.431429356,-0.407069802,-0.382435799,-0.36128515,-0.303550482,-0.259149164,-0.222714797,-0.200839221,-0.189076841,-0.183534041,-0.183008686,-0.18336542,-0.186304018,-0.19424516,-0.206774011,-0.228723735,-0.255824417,-0.339512229,-0.447050601,-0.500314057,-0.511941254,-0.52648586,-0.548863947,-0.578213036,-0.608464658,-0.639538586,-0.667697608,-0.690470278,-0.709490955,-0.730705142,-0.750717342,-0.772937298,-0.793584645,-0.805992007,-0.807083368,-0.796975613,-0.775068104,-0.742286205,-0.694942236,-0.631338894
375,375,SLO16C,0.648759842,0.679445624,0.678035319,0.67858988,0.680553794,0.680206835,0.680606723,0.677369833,0.675341308,0.67380482,0.67245996,0.669373572,0.664081752,0.65809083,0.653151929,0.648748219,0.643957913,0.638454378,0.632491112,0.625273287,0.67320478,0.643953204,0.602059543,0.550289154,0.500069022,0.448619366,0.404637635,0.356649578,0.304400921,0.24161455,0.165564179,0.0724613,-0.031012731,-0.137536123,-0.238282174,-0.325741112,-0.39944315,-0.455127805,-0.532977283,-0.539010763,-0.527048469,-0.494093597,-0.450234592,-0.406302005,-0.365429282,-0.33672446,-0.315840513,-0.303950965,-0.301683366,-0.30710119,-0.319543272,-0.370866925,-0.455475926,-0.498208433,-0.522030056,-0.548757911,-0.583893001,-0.61812079,-0.649576724,-0.67360425,-0.693669558,-0.710466444,-0.724441767,-0.742187619,-0.762942195,-0.784471035,-0.803667128,-0.815927327,-0.818226397,-0.811142385,-0.793577492,-0.761503041,-0.715721667,-0.654165268
376,376,SLO15C,0.76026392,0.744335413,0.760894597,0.76093334,0.758055508,0.75655216,0.756170332,0.751595974,0.746155143,0.741624475,0.739665389,0.739726424,0.739123642,0.738133073,0.736083329,0.733171463,0.729613185,0.724718094,0.719147742,0.712663829,0.708652854,0.685727537,0.658294618,0.631454825,0.607301414,0.587535024,0.557379901,0.518771827,0.4679465,0.406883091,0.332788169,0.243245959,0.138407633,0.020354848,-0.104044192,-0.225884899,-0.336598188,-0.428981781,-0.596359611,-0.62736243,-0.616296828,-0.577565491,-0.521859229,-0.461331576,-0.412399739,-0.375622034,-0.352345586,-0.34126991,-0.339922816,-0.344919682,-0.353630364,-0.387858868,-0.465647697,-0.499554396,-0.521635711,-0.556497395,-0.597211719,-0.637213767,-0.668969393,-0.68977046,-0.70542717,-0.718770921,-0.730854213,-0.747308791,-0.768469691,-0.789270461,-0.807524085,-0.818970263,-0.822522461,-0.816704273,-0.801220655,-0.769373596,-0.723658502,-0.664493859
377,377,SLO14C,0.685039878,0.703767717,0.706253648,0.709105611,0.70668292,0.717084825,0.725676417,0.729594707,0.731258571,0.731484413,0.728954136,0.724103928,0.716530442,0.708419323,0.69991684,0.691975892,0.685345471,0.679367602,0.674262404,0.669709504,0.659411073,0.660457671,0.667508006,0.67764163,0.673050821,0.657938123,0.633101344,0.598460793,0.551972985,0.49132213,0.416102409,0.327150434,0.22498937,0.112105325,-0.006290319,-0.121933065,-0.229297549,-0.327472091,-0.558426857,-0.620725095,-0.616865396,-0.574902415,-0.516065419,-0.460490316,-0.411578536,-0.374772608,-0.353504121,-0.346842974,-0.349495053,-0.357586443,-0.369504809,-0.406791151,-0.477110326,-0.503127575,-0.521816313,-0.562276363,-0.608451188,-0.655646801,-0.687236309,-0.70524615,-0.716784656,-0.726526976,-0.736787498,-0.751968741,-0.773302317,-0.793659747,-0.810788512,-0.821478069,-0.826091945,-0.821388066,-0.807434738,-0.776130915,-0.730745316,-0.674643099
378,378,SLO13C,0.707108915,0.711215079,0.703675926,0.661921322,0.634285271,0.611482143,0.594017684,0.580860496,0.572713435,0.56984663,0.570792079,0.573825479,0.578737259,0.585578322,0.595224142,0.605073988,0.615033388,0.624812961,0.634687245,0.644476473,0.656337917,0.690912306,0.706193209,0.711865842,0.710685074,0.701839447,0.682492852,0.651607871,0.610478163,0.557770848,0.491324931,0.406865329,0.307010889,0.198107451,0.086904272,-0.024319917,-0.140612766,-0.253923357,-0.515779078,-0.593227327,-0.600949347,-0.560714245,-0.508632302,-0.456790984,-0.411816686,-0.378379941,-0.359597862,-0.354322255,-0.359479368,-0.370503217,-0.384247988,-0.435145199,-0.496086359,-0.511882842,-0.521195233,-0.565792143,-0.614842951,-0.659933507,-0.688826323,-0.70792532,-0.719295681,-0.725710809,-0.73719728,-0.754579663,-0.776429415,-0.794712007,-0.808461607,-0.817495465,-0.82096982,-0.816817343,-0.803934216,-0.774411023,-0.732436061,-0.682398081
379,379,SLO12C,0.409766436,0.40187633,0.416722804,0.428044081,0.447739661,0.474153996,0.508433998,0.540569246,0.569994211,0.596185744,0.620277703,0.641844988,0.657547534,0.669672251,0.681304932,0.697429299,0.706199706,0.711250722,0.714866042,0.71774739,0.725663304,0.72999537,0.730975866,0.728757918,0.721262872,0.709412038,0.693948269,0.672696888,0.643107414,0.599493384,0.542992532,0.474286437,0.393933564,0.301811934,0.19055441,0.063445799,-0.073487543,-0.208179101,-0.485115021,-0.55245316,-0.563395679,-0.542380393,-0.498822063,-0.452356249,-0.413507253,-0.385328472,-0.368563503,-0.363845289,-0.370065153,-0.382532954,-0.398302197,-0.440053821,-0.500650942,-0.512977779,-0.522853971,-0.568549812,-0.612061918,-0.648272455,-0.674717724,-0.695794821,-0.709712386,-0.717867613,-0.731992781,-0.752810717,-0.77543813,-0.791741252,-0.803323805,-0.811647296,-0.813299239,-0.808343828,-0.794641554,-0.765825391,-0.727595389,-0.679473996
380,380,SLO11C,0.908494949,0.959406912,0.979010344,0.984728098,0.970077872,0.95522505,0.943455338,0.946224153,0.935022533,0.917083859,0.897630036,0.879115045,0.861862898,0.846736789,0.833478332,0.822241664,0.812958658,0.804907382,0.797677755,0.790266871,0.787415862,0.76322788,0.740271449,0.72032392,0.704905808,0.690535188,0.674217105,0.654118836,0.628271818,0.598506808,0.565597594,0.527319551,0.478880465,0.410459787,0.318192333,0.201429546,0.068997905,-0.062033419,-0.338605851,-0.409548491,-0.440954924,-0.443555802,-0.423422426,-0.395756662,-0.372263312,-0.355047077,-0.345977664,-0.34633407,-0.356292367,-0.37473923,-0.397775441,-0.465310693,-0.514133036,-0.518742621,-0.528488517,-0.572270155,-0.617966533,-0.651496649,-0.676985085,-0.697043121,-0.709044397,-0.717130244,-0.731699646,-0.75509584,-0.77775079,-0.791646123,-0.799760818,-0.806297898,-0.807517886,-0.802936018,-0.788435519,-0.762210786,-0.727045298,-0.682064414
381,381,SLO21C,0.388061196,0.426202208,0.590021074,0.683369279,0.71779567,0.729819775,0.737731397,0.755313039,0.755029798,0.745577514,0.73706609,0.73197037,0.730463803,0.730918348,0.731627107,0.732316256,0.733406663,0.734065294,0.733425915,0.731738091,0.740373969,0.728013515,0.712347507,0.694737732,0.668120503,0.634087205,0.592628241,0.543910801,0.491795123,0.437756807,0.382845759,0.326566488,0.266752869,0.203891605,0.138289452,0.071884401,0.008204086,-0.052184276,-0.208611667,-0.280599952,-0.31414023,-0.31255728,-0.301326811,-0.286161155,-0.274300516,-0.268908411,-0.270954311,-0.282132,-0.301181555,-0.327473342,-0.357540578,-0.422140092,-0.491417319,-0.507892311,-0.530012786,-0.572663069,-0.602003932,-0.622865319,-0.644912004,-0.66786921,-0.688356936,-0.703892469,-0.722232819,-0.746865511,-0.770334542,-0.78534013,-0.796278954,-0.803947568,-0.80300647,-0.795888662,-0.780367076,-0.752523005,-0.717589498,-0.666851103
382,382,SLO22C,0.551257014,0.589931786,0.590681195,0.600126088,0.606175005,0.600647092,0.601867974,0.605877042,0.614092767,0.62583518,0.638598025,0.650243282,0.659411073,0.67296201,0.681146502,0.685271859,0.689578474,0.693021536,0.695666373,0.697623789,0.710397243,0.708238065,0.69840771,0.680926263,0.659162819,0.628561318,0.58917439,0.542379975,0.485642523,0.420609713,0.349989474,0.277523041,0.20578523,0.135675982,0.068366759,0.003858751,-0.057580359,-0.11547441,-0.278781533,-0.348276734,-0.377519727,-0.373348117,-0.345362633,-0.316086859,-0.292444021,-0.280187547,-0.27772215,-0.284657389,-0.300563663,-0.323343247,-0.350302011,-0.417289227,-0.489478379,-0.508241773,-0.523434281,-0.566437364,-0.603445053,-0.63256824,-0.657946765,-0.681038558,-0.699029326,-0.710932255,-0.726895332,-0.748525321,-0.771430671,-0.788132727,-0.801024914,-0.810108006,-0.810561776,-0.804510355,-0.790096283,-0.760393441,-0.72221452,-0.671014071
383,383,SLO23C,0.645939946,0.623987138,0.62088269,0.62915802,0.635314345,0.642697871,0.645219922,0.645395398,0.647303164,0.650647879,0.653887331,0.657335937,0.660333097,0.663161159,0.666312814,0.669530571,0.671143115,0.672061682,0.675783217,0.676539302,0.669818759,0.653787196,0.631578505,0.601498008,0.567002416,0.529373229,0.486792654,0.433724135,0.368243903,0.294687271,0.217433795,0.141045466,0.06982667,0.007971158,-0.045597158,-0.093919337,-0.139492393,-0.181281522,-0.283333212,-0.326641381,-0.347843915,-0.346093744,-0.322805882,-0.289100736,-0.266553938,-0.255588174,-0.255646825,-0.263536155,-0.27947706,-0.302235126,-0.329638124,-0.417289227,-0.489478379,-0.508241773,-0.523434281,-0.566437364,-0.603445053,-0.63256824,-0.657946765,-0.681038558,-0.699029326,-0.710932255,-0.726895332,-0.748525321,-0.771430671,-0.788132727,-0.801024914,-0.810108006,-0.810561776,-0.804510355,-0.790096283,-0.760393441,-0.72221452,-0.671014071
384,384,SLO24C,0.735918641,0.7645666,0.739638567,0.728625476,0.719377816,0.710842788,0.706721425,0.704917014,0.702766716,0.69824332,0.693312347,0.689302564,0.685700238,0.682803452,0.679592669,0.675648987,0.669994891,0.663639486,0.657424152,0.651190698,0.646383345,0.627140105,0.596931815,0.56759578,0.536560714,0.500586331,0.458147317,0.407108158,0.345219582,0.271250159,0.190159902,0.106708422,0.028274538,-0.04114591,-0.103347145,-0.160282344,-0.21056582,-0.254705608,-0.349537492,-0.389222592,-0.402224928,-0.389143199,-0.359265119,-0.320155799,-0.290232122,-0.272281945,-0.266210049,-0.270084053,-0.281140298,-0.299493015,-0.322717667,-0.393949747,-0.473712772,-0.503672659,-0.521593392,-0.558016419,-0.595162809,-0.625895143,-0.65386188,-0.677739084,-0.697408199,-0.711054146,-0.726177931,-0.745638192,-0.767588258,-0.786750019,-0.802919388,-0.813438952,-0.814654291,-0.808315039,-0.793251693,-0.762304008,-0.720014155,-0.663888395
385,385,SLO25C,0.690486372,0.712675035,0.731404424,0.734834254,0.731416464,0.726890624,0.722880661,0.717971325,0.715531468,0.710848272,0.701814413,0.691695452,0.680368006,0.668096125,0.653844237,0.638361096,0.622153997,0.6062451,0.591308534,0.576922834,0.523048162,0.48580727,0.46053341,0.424942851,0.389296174,0.346789777,0.298408031,0.24321416,0.179411933,0.108245723,0.033689875,-0.040322974,-0.106339641,-0.163658127,-0.211209401,-0.25069198,-0.282837242,-0.30691421,-0.349755257,-0.363773108,-0.364715338,-0.348646492,-0.323444307,-0.296809554,-0.270230532,-0.254602194,-0.248110235,-0.250458181,-0.260771066,-0.277732134,-0.302837223,-0.393949747,-0.473712772,-0.503672659,-0.521593392,-0.558016419,-0.595162809,-0.625895143,-0.65386188,-0.677739084,-0.697408199,-0.711054146,-0.726177931,-0.745638192,-0.767588258,-0.786750019,-0.802919388,-0.813438952,-0.814654291,-0.808315039,-0.793251693,-0.762304008,-0.720014155,-0.663888395
386,386,SLO26C,0.329390556,0.417261511,0.539293289,0.598898351,0.61145854,0.586257577,0.555907547,0.528679967,0.501194179,0.471380889,0.440030724,0.407043576,0.376109779,0.347881615,0.319729894,0.294854403,0.274799049,0.2598961,0.248657033,0.241026983,0.354968429,0.330575168,0.319489092,0.296000212,0.265156895,0.228130475,0.181842491,0.122749701,0.05574121,-0.011494427,-0.074799038,-0.133989304,-0.18717885,-0.228250921,-0.260332793,-0.285755754,-0.302149445,-0.313084006,-0.328749776,-0.3320342,-0.325632572,-0.309853166,-0.289867848,-0.269971699,-0.252115339,-0.236946136,-0.232308671,-0.235662699,-0.246425107,-0.264939159,-0.292599827,-0.377955943,-0.464834541,-0.502620816,-0.522883475,-0.551239312,-0.582845747,-0.607491076,-0.634512663,-0.661666036,-0.685994029,-0.703018606,-0.720150113,-0.740815938,-0.762220383,-0.782187283,-0.799345016,-0.810575068,-0.810471416,-0.802837372,-0.785880625,-0.754922807,-0.712467372,-0.654026747
387,387,SLO27C,-0.929487705,-0.982438505,-0.999737203,-0.999032855,-0.99622786,-0.992545128,-0.989822507,-0.984270573,-0.975455225,-0.964605987,-0.95307976,-0.941327751,-0.928819895,-0.915058851,-0.899115026,-0.880565643,-0.859614193,-0.836595058,-0.812179089,-0.787072957,-0.740209639,-0.658880472,-0.597753167,-0.557567179,-0.535355985,-0.524001777,-0.52347374,-0.528761506,-0.534201026,-0.530281425,-0.521579564,-0.50019908,-0.467054427,-0.428370476,-0.390337616,-0.357165247,-0.328955114,-0.302036017,-0.230862781,-0.196243718,-0.172362521,-0.158673972,-0.156165764,-0.157233283,-0.157924891,-0.161751956,-0.167664632,-0.176993489,-0.197306141,-0.226693764,-0.263182074,-0.362009764,-0.459680408,-0.503888309,-0.520085037,-0.542057276,-0.567993283,-0.588765204,-0.614510834,-0.645087421,-0.673891246,-0.693830132,-0.713460445,-0.735755563,-0.756523073,-0.777022719,-0.795066476,-0.806407571,-0.805606306,-0.796563745,-0.777465999,-0.746664762,-0.703406632,-0.643593609
388,388,SLO29C,-0.934516251,-0.935923278,-0.926916361,-0.907385528,-0.883969307,-0.863143563,-0.847233415,-0.839461029,-0.842119217,-0.84686172,-0.84917438,-0.853417337,-0.864101291,-0.869707882,-0.870168328,-0.87087208,-0.872345507,-0.874028087,-0.875823557,-0.878215909,-0.895615995,-0.899821401,-0.905435264,-0.905927539,-0.894593179,-0.870561361,-0.834726572,-0.788696647,-0.736869514,-0.683066308,-0.628484309,-0.571985066,-0.515575826,-0.458811224,-0.403407663,-0.349872082,-0.29951337,-0.253706247,-0.143350407,-0.096013516,-0.071172968,-0.063832171,-0.065831505,-0.076792903,-0.092753217,-0.110876918,-0.130551979,-0.154025704,-0.18860355,-0.229450375,-0.271577716,-0.369437784,-0.46785745,-0.505913973,-0.525449276,-0.548446536,-0.568593979,-0.579662263,-0.60046345,-0.633349895,-0.665262341,-0.686886013,-0.709858298,-0.735115051,-0.756273508,-0.774915338,-0.79094249,-0.801215649,-0.798380971,-0.788544655,-0.769093752,-0.739727378,-0.700134993,-0.642067552
389,389,SLO28C,-0.959992349,-0.934131622,-0.936306298,-0.94609648,-0.96136409,-0.971106946,-0.973148644,-0.969645381,-0.964405298,-0.958116829,-0.948715031,-0.93633461,-0.922305465,-0.906648755,-0.890989065,-0.875236392,-0.8579548,-0.841228962,-0.829338014,-0.817614734,-0.763284564,-0.735889614,-0.719699681,-0.704895496,-0.695203602,-0.684396744,-0.666673958,-0.645819664,-0.623126805,-0.592795193,-0.56143713,-0.525057912,-0.483529925,-0.439451456,-0.395010442,-0.351700753,-0.312108725,-0.275328308,-0.185956746,-0.145682424,-0.123696551,-0.115109459,-0.115517631,-0.120314054,-0.128012612,-0.138467923,-0.150360197,-0.164610028,-0.191106945,-0.22646527,-0.266798556,-0.369437784,-0.46785745,-0.505913973,-0.525449276,-0.548446536,-0.568593979,-0.579662263,-0.60046345,-0.633349895,-0.665262341,-0.686886013,-0.709858298,-0.735115051,-0.756273508,-0.774915338,-0.79094249,-0.801215649,-0.798380971,-0.788544655,-0.769093752,-0.739727378,-0.700134993,-0.642067552
