OBJECTID_1,OBJECTID,PadID,prc_9m,prc_15m,prc_21m,prc_27m,prc_33m,prc_39m,prc_45m,prc_51m,prc_57m,prc_63m,prc_69m,prc_75m,prc_81m,prc_87m,prc_93m,prc_99m,prc_105m,prc_111m,prc_117m,prc_123m,prc_130m,prc_150m,prc_170m,prc_190m,prc_210m,prc_230m,prc_250m,prc_270m,prc_290m,prc_310m,prc_330m,prc_350m,prc_370m,prc_390m,prc_410m,prc_430m,prc_450m,prc_470m,prc_530m,prc_570m,prc_610m,prc_650m,prc_690m,prc_730m,prc_770m,prc_810m,prc_850m,prc_890m,prc_930m,prc_970m,prc_1010m,prc_1110m,prc_1290m,prc_1470m,prc_1650m,prc_1830m,prc_2010m,prc_2190m,prc_2370m,prc_2550m,prc_2730m,prc_2910m,prc_3090m,prc_3270m,prc_3450m,prc_3630m,prc_3810m,prc_3990m,prc_4170m,prc_4350m,prc_4530m,prc_4710m,prc_4890m,prc_5070m
656,656,NYK26T,0.000514506,0.000513116,0.000533738,0.000562256,0.000577389,0.000496003,0.000408203,0.000368447,0.000382454,0.000409823,0.000428724,0.000428964,0.000406905,0.000368159,0.000321547,0.000266338,0.000201685,0.000133177,6.40213E-05,1.50523E-06,-0.000242817,-0.000300612,-0.000294496,-0.000285878,-0.00026595,-0.000236149,-0.000245182,-0.000226621,-0.000205605,-0.000187773,-0.000166394,-0.000143088,-0.000125147,-0.000105072,-7.91026E-05,-5.92049E-05,-4.51428E-05,-3.63266E-05,-2.87521E-05,-2.79033E-05,-2.38739E-05,-1.67272E-05,-8.27671E-06,-8.63392E-07,5.7236E-06,1.29381E-05,2.05646E-05,2.78242E-05,3.42481E-05,3.944E-05,4.33754E-05,4.94589E-05,4.3294E-05,3.18378E-05,2.3315E-05,2.08868E-05,1.57483E-05,6.99757E-06,1.19424E-06,-6.60793E-07,-2.69453E-07,1.33289E-06,2.17174E-06,2.27344E-06,1.78376E-06,1.17745E-06,6.29071E-07,2.03307E-07,7.30893E-08,1.41329E-07,3.18111E-07,4.85398E-07,5.79242E-07,7.14617E-07
657,657,NYK27T,0.002365876,0.002436261,0.002394521,0.002248904,0.001964193,0.001636106,0.001321916,0.001031849,0.000781572,0.000580555,0.00042471,0.000306761,0.000211275,0.000125273,3.64181E-05,-4.16857E-05,-0.000105938,-0.000159388,-0.000203941,-0.000239884,-0.000423078,-0.000415577,-0.000389226,-0.000346096,-0.000277117,-0.000212745,-0.000164757,-0.000163417,-0.000147447,-0.000131104,-0.000118637,-0.000104038,-8.73252E-05,-7.45721E-05,-6.12803E-05,-4.57763E-05,-3.54343E-05,-2.96657E-05,-2.70389E-05,-2.64972E-05,-2.34858E-05,-1.71546E-05,-9.05357E-06,-1.18169E-06,5.68001E-06,1.26676E-05,2.0181E-05,2.73829E-05,3.38093E-05,3.89619E-05,4.29708E-05,5.12332E-05,4.67866E-05,3.60688E-05,2.66278E-05,2.21721E-05,1.42667E-05,5.33536E-06,6.49692E-07,-5.67348E-07,2.90801E-08,1.63037E-06,2.44574E-06,2.47744E-06,1.92576E-06,1.30039E-06,6.92195E-07,2.30348E-07,8.15526E-08,1.2981E-07,2.9631E-07,4.70222E-07,5.7739E-07,7.17029E-07
658,658,NYK28T,-0.002258456,-0.002310978,-0.002012353,-0.001658191,-0.001370526,-0.001072269,-0.000830127,-0.000646139,-0.000547027,-0.000486997,-0.000437429,-0.000395604,-0.000352675,-0.000296676,-0.000242427,-0.000204266,-0.000184954,-0.000179415,-0.000181767,-0.000188326,-0.000261353,-0.000297732,-0.000325169,-0.000314327,-0.000270042,-0.000211466,-0.000154521,-0.000107188,-7.53605E-05,-7.53866E-05,-6.82107E-05,-5.97094E-05,-5.25961E-05,-4.6692E-05,-4.39694E-05,-3.98065E-05,-3.25296E-05,-2.67768E-05,-2.05183E-05,-2.09691E-05,-1.99568E-05,-1.60819E-05,-9.70809E-06,-1.78067E-06,6.18698E-06,1.33176E-05,2.04426E-05,2.75109E-05,3.38476E-05,3.91846E-05,4.32196E-05,4.79404E-05,4.8152E-05,3.78564E-05,2.8543E-05,2.32878E-05,1.45938E-05,5.54831E-06,3.56791E-07,-6.67034E-07,1.55538E-07,2.00781E-06,2.76371E-06,2.57425E-06,1.87901E-06,1.19605E-06,6.2354E-07,2.44187E-07,1.21748E-07,1.87336E-07,3.32605E-07,4.59275E-07,5.42196E-07,6.52039E-07
659,659,NYK29T,-0.000614399,6.89587E-06,-8.16079E-05,-0.000119111,-0.000115992,-9.34995E-05,-0.000100689,-0.000146961,-0.000193554,-0.000223764,-0.000243487,-0.000259157,-0.000277307,-0.00029901,-0.000318309,-0.000331409,-0.000338203,-0.000338586,-0.000333574,-0.00032368,-0.000309012,-0.000263127,-0.000214459,-0.000178851,-0.000154596,-0.000132149,-0.000102403,-6.93842E-05,-3.73807E-05,-1.27574E-05,2.03143E-06,8.72228E-06,1.11917E-06,-2.74924E-06,-4.52249E-06,-6.21096E-06,-5.83069E-06,-3.69293E-06,1.0523E-06,2.01208E-06,-3.74478E-08,-1.4396E-06,1.05286E-08,4.47326E-06,1.08871E-05,1.7815E-05,2.39414E-05,2.9015E-05,3.37111E-05,3.76763E-05,4.06667E-05,4.62353E-05,5.09168E-05,4.26433E-05,3.34081E-05,2.41917E-05,1.15052E-05,3.33253E-06,-3.51099E-07,-6.25005E-07,6.54357E-07,2.60727E-06,3.30397E-06,2.79193E-06,1.92968E-06,1.19307E-06,6.11748E-07,2.89059E-07,1.75641E-07,2.28195E-07,3.37695E-07,4.20051E-07,5.02235E-07,5.89391E-07
660,660,NYK30T,-0.000286887,-4.23125E-05,5.71932E-05,0.000146924,0.000131473,5.89565E-05,-3.16377E-05,-7.47249E-05,-7.99995E-05,-8.50285E-05,-0.000100761,-0.000120378,-0.000150294,-0.000194369,-0.00023909,-0.000276797,-0.000308636,-0.000334074,-0.000352083,-0.000362305,-0.000376885,-0.000349276,-0.000275666,-0.000198377,-0.000150992,-0.000132749,-0.000119948,-0.000101218,-7.70195E-05,-5.19505E-05,-2.97429E-05,-1.34598E-05,-1.08737E-05,-5.78174E-06,-1.66575E-06,-2.48171E-07,1.02103E-06,3.33921E-06,8.11938E-06,6.64425E-06,2.56537E-06,3.38163E-07,1.24723E-06,4.72384E-06,1.0281E-05,1.69198E-05,2.28807E-05,2.77982E-05,3.19172E-05,3.534E-05,3.81047E-05,4.24529E-05,4.9445E-05,4.3194E-05,3.47517E-05,2.428E-05,1.05932E-05,2.82091E-06,-4.09707E-07,-5.19503E-07,9.00334E-07,2.88165E-06,3.55805E-06,2.82714E-06,1.82114E-06,1.04874E-06,5.52788E-07,3.15791E-07,2.44425E-07,2.904E-07,3.53327E-07,3.96855E-07,4.58508E-07,5.30516E-07
661,661,NYK18T,0.00064964,-9.6385E-05,-0.000203693,-0.000202485,-0.000140907,-9.87564E-05,-4.57656E-05,1.62974E-05,7.62815E-05,0.000120832,0.000144937,0.000153568,0.000160425,0.000167312,0.000174455,0.000181176,0.000185214,0.000184262,0.000177763,0.000166467,0.000173241,0.000112371,4.71528E-05,5.87855E-06,-1.97636E-05,-4.25158E-05,-6.22284E-05,-7.63601E-05,-8.11935E-05,-7.51791E-05,-6.26891E-05,-4.58246E-05,-2.6869E-05,-9.21098E-06,5.74246E-06,1.7659E-05,2.56145E-05,2.6772E-05,2.88806E-05,2.79507E-05,2.84065E-05,2.91176E-05,2.86589E-05,2.87437E-05,3.01872E-05,3.29134E-05,3.62396E-05,3.96473E-05,4.2374E-05,4.42644E-05,4.58288E-05,5.16541E-05,5.50728E-05,4.91849E-05,3.88521E-05,1.96209E-05,3.92839E-06,-3.26364E-07,-1.18322E-06,-4.08632E-07,1.41888E-06,3.20929E-06,3.72409E-06,3.02311E-06,2.20221E-06,1.4179E-06,7.34986E-07,3.50585E-07,1.69701E-07,1.95447E-07,2.97573E-07,3.8524E-07,4.97789E-07,6.03851E-07
662,662,NYK110T,-0.002706502,-0.002506752,-0.002267941,-0.002142152,-0.002023541,-0.00181821,-0.001587546,-0.001369785,-0.001168265,-0.000974253,-0.000807336,-0.000680382,-0.000586123,-0.000528911,-0.00050567,-0.000497358,-0.000500089,-0.000556187,-0.000640691,-0.000682514,-0.000708262,-0.000525603,-0.000212232,-9.65175E-05,-2.32268E-05,1.04949E-05,2.15607E-05,2.65011E-05,2.68482E-05,2.56277E-05,2.53143E-05,2.51628E-05,2.6435E-05,2.95358E-05,3.24446E-05,3.36438E-05,3.4578E-05,3.51738E-05,3.09811E-05,2.46413E-05,2.25154E-05,2.27291E-05,2.33004E-05,2.42455E-05,2.59212E-05,2.84719E-05,3.1465E-05,3.33444E-05,3.38816E-05,3.31359E-05,3.15416E-05,2.62863E-05,1.35699E-05,5.84282E-06,6.95959E-06,9.61876E-06,1.1079E-05,7.19762E-06,2.36786E-06,-1.05721E-06,-1.95041E-06,-1.00623E-06,6.51734E-08,7.80772E-07,1.02752E-06,8.56223E-07,5.25937E-07,2.21324E-07,-2.06785E-08,2.45982E-08,2.27227E-07,4.89036E-07,7.36115E-07,9.18703E-07
663,663,NYK010T,-0.001861249,-0.002607185,-0.002161263,-0.001688072,-0.001407902,-0.001228174,-0.001025066,-0.000808219,-0.000632038,-0.000513481,-0.000365642,-4.26172E-05,0.000153917,0.000178954,0.000189635,0.000211206,0.000243567,0.000311367,0.000389941,0.000440155,0.000534746,0.000477073,0.000491615,0.00052526,0.000551071,0.000564431,0.000569579,0.000540557,0.000516707,0.000485625,0.000441566,0.000387895,0.00032793,0.000265359,0.000204145,0.000146191,9.25592E-05,4.418E-05,-4.55081E-05,-5.78569E-05,-4.91297E-05,-3.24316E-05,-1.55849E-05,-1.26608E-06,1.03631E-05,2.0011E-05,2.77115E-05,3.34661E-05,3.7872E-05,4.0578E-05,4.17144E-05,4.17517E-05,3.22853E-05,1.95967E-05,1.53947E-05,1.54214E-05,1.20479E-05,5.50886E-06,1.91517E-06,3.29151E-07,-7.85341E-07,-2.48855E-07,9.39344E-07,1.54754E-06,1.54579E-06,1.19571E-06,8.13054E-07,3.51942E-07,5.55923E-08,3.79237E-08,1.84091E-07,4.44959E-07,7.16818E-07,9.16098E-07
664,664,NYK060T,0.002080785,0.000918454,0.000541004,0.000287516,0.000115726,-3.08089E-05,-0.000122853,-0.000189531,-0.000245405,-0.000289208,-0.000310699,-0.000304952,-0.000282546,-0.000255859,-0.000229801,-0.000206529,-0.00018329,-0.000159758,-0.000137473,-0.000115716,-8.11088E-05,-2.60211E-05,1.0714E-05,3.53837E-05,5.13478E-05,6.64375E-05,8.41241E-05,0.00010065,0.000112889,0.000120763,0.000121672,0.000120721,0.00011165,9.86291E-05,8.4623E-05,7.14669E-05,6.04412E-05,5.28921E-05,4.72023E-05,4.91845E-05,4.8682E-05,4.94263E-05,5.0478E-05,5.23399E-05,5.43294E-05,5.49193E-05,5.48945E-05,5.56146E-05,5.75025E-05,6.0235E-05,6.25977E-05,6.45819E-05,5.77686E-05,5.13081E-05,3.90556E-05,1.87848E-05,1.72092E-06,-1.53945E-06,-1.53099E-06,-4.18366E-07,1.53428E-06,2.88763E-06,3.35173E-06,3.21785E-06,2.75975E-06,1.98691E-06,1.09315E-06,4.14174E-07,1.16208E-07,5.07218E-08,1.87733E-07,3.9412E-07,6.01703E-07,8.16724E-07
665,665,RDM21T,-0.004518011,-0.004412721,-0.002360151,-0.0019744,-0.001598262,-0.001259591,-0.001145096,-0.001090943,-0.000974844,-0.000824522,-0.000705502,-0.000616029,-0.000565823,-0.000539611,-0.000521341,-0.000504295,-0.000485987,-0.000465317,-0.000445038,-0.000422301,-0.000321827,-0.000270252,-0.000174464,-9.32153E-05,-4.84113E-05,-2.10932E-05,-4.43933E-06,5.37521E-06,9.53822E-06,1.11317E-05,1.05091E-05,8.77451E-06,7.72984E-06,6.65497E-06,4.29511E-06,6.83769E-08,-3.01064E-06,-6.40257E-06,-1.58228E-05,-2.31205E-05,-2.82931E-05,-3.05667E-05,-2.93671E-05,-2.83768E-05,-2.78499E-05,-2.7093E-05,-2.63601E-05,-2.57117E-05,-2.50706E-05,-2.43315E-05,-2.369E-05,-1.99084E-05,-1.61588E-05,-1.44315E-05,-1.34706E-05,-1.17185E-05,-9.78235E-06,-8.36783E-06,-7.24164E-06,-6.41033E-06,-5.93853E-06,-5.61827E-06,-5.16383E-06,-4.59753E-06,-3.9823E-06,-3.36133E-06,-2.65547E-06,-2.04363E-06,-1.61831E-06,-1.24765E-06,-8.88434E-07,-5.28416E-07,-2.15473E-07,1.40074E-08
666,666,RDM22T,-0.003813236,-0.001663641,-0.001122879,-0.000861924,-0.000897635,-0.000787319,-0.000760204,-0.000692928,-0.000648435,-0.000619495,-0.000588071,-0.000558338,-0.000534337,-0.000508896,-0.000483715,-0.000463358,-0.000442826,-0.000422683,-0.000403513,-0.000384398,-0.000347216,-0.000299469,-0.000250782,-0.000203389,-0.000154417,-0.000108901,-7.53183E-05,-5.25461E-05,-3.72847E-05,-2.87148E-05,-2.36468E-05,-2.09852E-05,-1.96276E-05,-1.90765E-05,-1.8859E-05,-1.7423E-05,-1.61932E-05,-1.49863E-05,-1.76341E-05,-2.03949E-05,-2.39171E-05,-2.60376E-05,-2.65034E-05,-2.61385E-05,-2.55145E-05,-2.49114E-05,-2.39287E-05,-2.27735E-05,-2.18695E-05,-2.13369E-05,-2.07181E-05,-1.75797E-05,-1.50761E-05,-1.41544E-05,-1.29104E-05,-1.12871E-05,-9.46518E-06,-8.08299E-06,-6.87898E-06,-6.25139E-06,-5.81432E-06,-5.5754E-06,-5.21054E-06,-4.66008E-06,-4.03494E-06,-3.42187E-06,-2.74059E-06,-2.12706E-06,-1.72092E-06,-1.36166E-06,-9.98455E-07,-6.31721E-07,-3.09628E-07,-7.08282E-08
667,667,RDM23T,-0.001804747,-0.003416842,-0.002011354,-0.001497552,-0.001232124,-0.001146837,-0.00112154,-0.001077068,-0.001024924,-0.000981175,-0.000940462,-0.000890538,-0.000839755,-0.000794548,-0.000749038,-0.000700655,-0.000650502,-0.000601904,-0.000556088,-0.000513421,-0.000508493,-0.00039563,-0.000312954,-0.000250718,-0.000202763,-0.000163819,-0.000129117,-9.77408E-05,-7.41035E-05,-5.69591E-05,-4.48647E-05,-3.64026E-05,-3.02872E-05,-2.59092E-05,-2.23837E-05,-2.00601E-05,-1.86332E-05,-1.69483E-05,-1.46887E-05,-1.61643E-05,-1.74245E-05,-1.99448E-05,-2.25551E-05,-2.39633E-05,-2.41937E-05,-2.33812E-05,-2.23131E-05,-2.13992E-05,-2.06799E-05,-2.01293E-05,-1.96112E-05,-1.83367E-05,-1.50011E-05,-1.37973E-05,-1.27314E-05,-1.13408E-05,-9.71276E-06,-8.39077E-06,-7.17624E-06,-6.46438E-06,-5.91874E-06,-5.62662E-06,-5.26231E-06,-4.71107E-06,-4.06917E-06,-3.43728E-06,-2.76788E-06,-2.15656E-06,-1.73337E-06,-1.35633E-06,-9.79061E-07,-6.11187E-07,-2.81834E-07,-4.04337E-08
668,668,RDM24T,0.000728651,-0.001159987,-0.001194675,-0.000805866,-0.001021351,-0.001144121,-0.00119657,-0.001152716,-0.001100914,-0.001049376,-0.000988202,-0.000928713,-0.00087585,-0.000818374,-0.000758396,-0.000699949,-0.000641324,-0.00058234,-0.000531161,-0.000484526,-0.000418783,-0.000329438,-0.00027241,-0.000229246,-0.00019371,-0.000164088,-0.000139185,-0.000117734,-9.90749E-05,-8.02211E-05,-6.36327E-05,-5.00641E-05,-3.95369E-05,-3.21356E-05,-2.70959E-05,-2.38598E-05,-2.16863E-05,-1.99495E-05,-1.52368E-05,-1.33031E-05,-1.36295E-05,-1.53749E-05,-1.82227E-05,-2.0443E-05,-2.12166E-05,-2.08718E-05,-2.01937E-05,-1.98227E-05,-1.95553E-05,-1.90956E-05,-1.85573E-05,-1.6892E-05,-1.39095E-05,-1.30758E-05,-1.20356E-05,-1.09574E-05,-9.63434E-06,-8.40795E-06,-7.25286E-06,-6.52315E-06,-5.92399E-06,-5.63037E-06,-5.33939E-06,-4.79115E-06,-4.13097E-06,-3.48587E-06,-2.85101E-06,-2.2653E-06,-1.82487E-06,-1.44536E-06,-1.05109E-06,-6.72318E-07,-3.36859E-07,-8.66552E-08
669,669,RDM25T,-0.003855308,-0.002685984,-0.002325263,-0.001862757,-0.001397285,-0.001297901,-0.001227891,-0.001125615,-0.001031933,-0.000946096,-0.000856074,-0.000776681,-0.000702802,-0.000637729,-0.00058018,-0.000531132,-0.000485668,-0.00044357,-0.000404033,-0.000369529,-0.000311194,-0.000246145,-0.000200818,-0.000168246,-0.000145892,-0.000131142,-0.000117017,-0.000103473,-9.00878E-05,-7.65205E-05,-6.3867E-05,-5.28997E-05,-4.40767E-05,-3.72545E-05,-3.1634E-05,-2.73079E-05,-2.42718E-05,-2.25519E-05,-1.63088E-05,-1.24837E-05,-1.16935E-05,-1.31981E-05,-1.48547E-05,-1.6281E-05,-1.70976E-05,-1.77752E-05,-1.80435E-05,-1.80798E-05,-1.82247E-05,-1.81986E-05,-1.77383E-05,-1.74896E-05,-1.3883E-05,-1.26762E-05,-1.15941E-05,-1.08258E-05,-9.75381E-06,-8.603E-06,-7.48591E-06,-6.71029E-06,-6.04423E-06,-5.69714E-06,-5.3742E-06,-4.83257E-06,-4.14995E-06,-3.49332E-06,-2.86166E-06,-2.28003E-06,-1.82586E-06,-1.43543E-06,-1.02689E-06,-6.46396E-07,-3.13138E-07,-6.0039E-08
670,670,RDM26T,0.00136894,0.000643744,0.000690085,0.000253321,0.000112499,0.000199212,0.000134617,1.48601E-05,-8.74077E-05,-0.000145624,-0.000169186,-0.000177162,-0.000180407,-0.000175938,-0.000166777,-0.000156642,-0.000147727,-0.00014047,-0.000134313,-0.000131822,-0.000162416,-0.000160435,-0.000154304,-0.000146013,-0.000138511,-0.000125668,-0.000111536,-9.81253E-05,-8.69178E-05,-7.79195E-05,-6.91141E-05,-6.11196E-05,-5.43391E-05,-4.83107E-05,-4.29595E-05,-3.79058E-05,-3.32886E-05,-2.94935E-05,-2.26776E-05,-2.03241E-05,-1.82052E-05,-1.6618E-05,-1.57355E-05,-1.46625E-05,-1.43979E-05,-1.46315E-05,-1.52275E-05,-1.60866E-05,-1.64087E-05,-1.64519E-05,-1.60818E-05,-1.39572E-05,-1.24965E-05,-1.12474E-05,-1.05767E-05,-1.02546E-05,-9.3884E-06,-8.3918E-06,-7.30044E-06,-6.35121E-06,-6.0027E-06,-5.65704E-06,-5.39178E-06,-4.86927E-06,-4.18758E-06,-3.53517E-06,-2.94396E-06,-2.4276E-06,-1.95817E-06,-1.55602E-06,-1.13569E-06,-7.44931E-07,-4.20346E-07,-1.73378E-07
671,671,RDM27T,-0.001376608,-0.000193344,0.000367868,0.000380511,0.000731395,0.000818038,0.000623589,0.000353989,0.000118651,-1.79684E-05,-0.000114577,-0.000167662,-0.000187013,-0.000186248,-0.000172881,-0.000151999,-0.000132087,-0.000114648,-9.81067E-05,-8.35285E-05,-7.09985E-05,-7.06141E-05,-8.75668E-05,-9.95546E-05,-0.000101878,-9.59115E-05,-8.62057E-05,-7.73358E-05,-7.06785E-05,-6.53293E-05,-6.05269E-05,-5.67961E-05,-5.2321E-05,-4.80952E-05,-4.44395E-05,-4.10313E-05,-3.78619E-05,-3.46348E-05,-2.75977E-05,-2.50153E-05,-2.24713E-05,-1.97016E-05,-1.6528E-05,-1.39269E-05,-1.2872E-05,-1.27962E-05,-1.36456E-05,-1.4547E-05,-1.51121E-05,-1.51475E-05,-1.46537E-05,-1.25949E-05,-1.18657E-05,-1.07198E-05,-1.04344E-05,-1.01671E-05,-9.2415E-06,-8.24114E-06,-7.12162E-06,-6.24748E-06,-5.9421E-06,-5.61844E-06,-5.33529E-06,-4.83399E-06,-4.17328E-06,-3.53333E-06,-2.96323E-06,-2.48647E-06,-2.02798E-06,-1.60184E-06,-1.17881E-06,-7.90117E-07,-4.71966E-07,-2.36349E-07
672,672,RDM28T,0.004553139,0.001412074,0.00091403,0.000689182,0.000737832,0.000816903,0.000610233,0.000370976,0.0001561,1.0024E-05,-8.7623E-05,-0.000159069,-0.000204399,-0.000234473,-0.000250059,-0.000244031,-0.000226272,-0.000202807,-0.000177182,-0.000150531,-0.00012004,-6.48061E-05,-3.82735E-05,-3.93796E-05,-4.87606E-05,-5.66049E-05,-6.05968E-05,-6.06821E-05,-5.79582E-05,-5.26248E-05,-4.80882E-05,-4.50777E-05,-4.26633E-05,-4.09862E-05,-3.97923E-05,-3.8681E-05,-3.77737E-05,-3.69255E-05,-3.18252E-05,-2.768E-05,-2.38003E-05,-1.97656E-05,-1.66678E-05,-1.415E-05,-1.27414E-05,-1.2669E-05,-1.32667E-05,-1.38819E-05,-1.41221E-05,-1.39397E-05,-1.35981E-05,-1.15568E-05,-1.10233E-05,-1.03211E-05,-1.04208E-05,-1.00841E-05,-9.1252E-06,-8.11318E-06,-6.95596E-06,-6.1189E-06,-5.78498E-06,-5.58856E-06,-5.2494E-06,-4.77064E-06,-4.1441E-06,-3.52265E-06,-2.97876E-06,-2.53712E-06,-2.08731E-06,-1.63389E-06,-1.20776E-06,-8.27094E-07,-5.18793E-07,-2.93194E-07
673,673,RDM29T,0.002602327,0.000276468,-7.61122E-05,-0.000123114,-6.05053E-05,0.000119235,0.000419895,0.000327678,3.18569E-05,-0.000145451,-0.000242236,-0.000299388,-0.00032533,-0.000326293,-0.000310058,-0.00028488,-0.000255731,-0.000223508,-0.000187559,-0.000153127,-0.000109809,-4.10625E-05,-1.2752E-05,-9.06194E-06,-1.70501E-05,-2.23481E-05,-2.31614E-05,-2.31077E-05,-2.33443E-05,-2.35685E-05,-2.43523E-05,-2.50203E-05,-2.53468E-05,-2.59566E-05,-2.69598E-05,-2.77244E-05,-2.84884E-05,-2.91195E-05,-2.91839E-05,-2.58694E-05,-2.02782E-05,-1.60339E-05,-1.36872E-05,-1.24851E-05,-1.2434E-05,-1.27247E-05,-1.30205E-05,-1.32338E-05,-1.32089E-05,-1.29271E-05,-1.24992E-05,-1.14805E-05,-1.02103E-05,-9.62302E-06,-1.00998E-05,-9.8859E-06,-9.09011E-06,-8.15793E-06,-7.01944E-06,-6.17594E-06,-5.72336E-06,-5.63782E-06,-5.21551E-06,-4.72507E-06,-4.13016E-06,-3.52586E-06,-2.998E-06,-2.5735E-06,-2.12949E-06,-1.64256E-06,-1.19848E-06,-8.24758E-07,-5.32748E-07,-3.16077E-07
674,674,RDM30T,-0.003841298,-0.000641933,-0.00031847,-0.000679278,-0.000507037,-0.000107489,0.000103671,-0.00020343,-0.000280134,-0.000215039,-0.000171672,-0.000153793,-0.000135435,-0.000118488,-0.000109106,-0.000102195,-9.47486E-05,-9.12026E-05,-9.10834E-05,-9.21618E-05,-9.85672E-05,-5.21027E-05,-1.58526E-05,3.63924E-06,5.86325E-06,1.39906E-06,-3.26801E-06,-6.54931E-06,-8.31683E-06,-1.04311E-05,-1.30963E-05,-1.60353E-05,-1.89889E-05,-2.15961E-05,-2.3363E-05,-2.44504E-05,-2.53398E-05,-2.60274E-05,-2.62178E-05,-2.3756E-05,-1.94927E-05,-1.62683E-05,-1.40753E-05,-1.30758E-05,-1.32321E-05,-1.36E-05,-1.37874E-05,-1.35555E-05,-1.30889E-05,-1.26379E-05,-1.21597E-05,-1.11477E-05,-9.66282E-06,-9.38287E-06,-1.01947E-05,-9.86425E-06,-9.03588E-06,-8.05627E-06,-6.90953E-06,-6.07767E-06,-5.70797E-06,-5.59532E-06,-5.1192E-06,-4.61862E-06,-4.07687E-06,-3.50746E-06,-3.01022E-06,-2.6063E-06,-2.16783E-06,-1.6701E-06,-1.20741E-06,-8.4568E-07,-5.69373E-07,-3.55497E-07
675,675,RDM20T,-0.000120676,0.000804855,0.001305644,0.000661195,0.000316896,9.45573E-05,2.30395E-05,-1.48139E-05,-1.43824E-05,-1.68845E-05,-1.3833E-05,-2.057E-05,-1.86331E-05,-2.05894E-05,-2.01405E-05,-2.05426E-05,-2.02831E-05,-2.25717E-05,-2.20254E-05,-2.02539E-05,-3.57842E-05,-1.33838E-05,5.61775E-06,3.90969E-06,-9.27141E-06,-2.33931E-05,-2.98185E-05,-3.26937E-05,-3.53344E-05,-3.89809E-05,-4.2545E-05,-4.53126E-05,-4.81587E-05,-5.04394E-05,-5.08135E-05,-5.0088E-05,-4.82649E-05,-4.59479E-05,-3.87288E-05,-3.46442E-05,-3.18468E-05,-2.99693E-05,-2.78267E-05,-2.50435E-05,-2.2235E-05,-1.95788E-05,-1.70365E-05,-1.4695E-05,-1.28646E-05,-1.16038E-05,-1.08273E-05,-1.01634E-05,-9.44759E-06,-9.87347E-06,-1.07732E-05,-9.92266E-06,-8.72736E-06,-7.59819E-06,-6.43225E-06,-5.72675E-06,-5.47397E-06,-5.39499E-06,-4.97391E-06,-4.50994E-06,-4.00716E-06,-3.45572E-06,-2.98843E-06,-2.60132E-06,-2.16967E-06,-1.69354E-06,-1.2617E-06,-9.08596E-07,-6.26201E-07,-4.20166E-07
676,676,RDM19T,0.00149653,-0.001359783,-0.00039062,0.000175558,0.000359497,0.000347756,0.000289089,0.00024438,0.00020328,0.000177342,0.000154296,0.000136594,0.000115448,0.000104234,8.86895E-05,7.75895E-05,6.94376E-05,6.2979E-05,5.90325E-05,5.54533E-05,3.28063E-05,3.21189E-05,1.92905E-05,-9.81904E-07,-1.62985E-05,-2.2515E-05,-2.42565E-05,-2.52565E-05,-3.03864E-05,-3.80299E-05,-4.50419E-05,-5.04347E-05,-5.39528E-05,-5.50926E-05,-5.48852E-05,-5.37282E-05,-5.22461E-05,-5.02026E-05,-4.23089E-05,-3.78562E-05,-3.41935E-05,-3.06792E-05,-2.75414E-05,-2.4773E-05,-2.20117E-05,-1.91536E-05,-1.65523E-05,-1.42862E-05,-1.25627E-05,-1.13243E-05,-1.05499E-05,-1.05235E-05,-1.00516E-05,-1.02448E-05,-1.08396E-05,-1.00205E-05,-8.87283E-06,-7.7596E-06,-6.5602E-06,-5.83013E-06,-5.49198E-06,-5.4527E-06,-5.08531E-06,-4.62403E-06,-4.07137E-06,-3.48237E-06,-2.98048E-06,-2.57265E-06,-2.13536E-06,-1.66942E-06,-1.25288E-06,-8.86693E-07,-5.87773E-07,-3.78376E-07
677,677,RDM18T,0.002701755,0.000151196,-0.000158176,-0.000391406,-0.000477535,-0.000383674,-0.000254271,-0.00015801,-9.83462E-05,-7.85291E-05,-7.20194E-05,-6.99389E-05,-6.13592E-05,-4.94804E-05,-3.81182E-05,-2.28903E-05,-7.69943E-06,4.7815E-06,1.57317E-05,2.63432E-05,2.50369E-05,3.77875E-05,2.86561E-05,1.18276E-05,-2.89639E-06,-1.89367E-05,-3.40315E-05,-4.5975E-05,-5.49099E-05,-5.93245E-05,-6.19597E-05,-6.38695E-05,-6.35006E-05,-6.16478E-05,-5.89107E-05,-5.59186E-05,-5.32712E-05,-5.13405E-05,-4.60818E-05,-4.14798E-05,-3.64963E-05,-3.17217E-05,-2.7061E-05,-2.27858E-05,-1.95754E-05,-1.71339E-05,-1.53601E-05,-1.41417E-05,-1.31306E-05,-1.22499E-05,-1.17116E-05,-1.1268E-05,-1.1792E-05,-1.14843E-05,-1.12788E-05,-1.02509E-05,-9.01593E-06,-7.80261E-06,-6.63071E-06,-5.89975E-06,-5.6943E-06,-5.45912E-06,-5.23289E-06,-4.73708E-06,-4.12444E-06,-3.49905E-06,-2.9425E-06,-2.47254E-06,-2.02772E-06,-1.62371E-06,-1.23132E-06,-8.48585E-07,-5.24236E-07,-2.97224E-07
