OBJECTID_1,OBJECTID,PadID,prc_9m,prc_15m,prc_21m,prc_27m,prc_33m,prc_39m,prc_45m,prc_51m,prc_57m,prc_63m,prc_69m,prc_75m,prc_81m,prc_87m,prc_93m,prc_99m,prc_105m,prc_111m,prc_117m,prc_123m,prc_130m,prc_150m,prc_170m,prc_190m,prc_210m,prc_230m,prc_250m,prc_270m,prc_290m,prc_310m,prc_330m,prc_350m,prc_370m,prc_390m,prc_410m,prc_430m,prc_450m,prc_470m,prc_530m,prc_570m,prc_610m,prc_650m,prc_690m,prc_730m,prc_770m,prc_810m,prc_850m,prc_890m,prc_930m,prc_970m,prc_1010m,prc_1110m,prc_1290m,prc_1470m,prc_1650m,prc_1830m,prc_2010m,prc_2190m,prc_2370m,prc_2550m,prc_2730m,prc_2910m,prc_3090m,prc_3270m,prc_3450m,prc_3630m,prc_3810m,prc_3990m,prc_4170m,prc_4350m,prc_4530m,prc_4710m,prc_4890m,prc_5070m
24,24,ARM06Cv,0.002191982,0.002825109,0.002389591,0.002003838,0.001721156,0.001455134,0.001255183,0.001104234,0.000968522,0.000847912,0.000748973,0.000671896,0.000611263,0.000561091,0.000516892,0.000477456,0.000442441,0.00041286,0.000388468,0.00036867,0.000370253,0.000319085,0.000291895,0.000281882,0.000272974,0.000262818,0.000253839,0.000250029,0.000250834,0.000255281,0.000261162,0.00026499,0.000266582,0.000262619,0.000260928,0.000261029,0.000262495,0.000263771,0.000254396,0.00023362,0.000198893,0.000151982,9.76807E-05,5.04635E-05,2.51889E-05,1.76178E-05,1.77886E-05,1.88463E-05,1.85101E-05,1.78558E-05,1.7612E-05,1.94379E-05,1.27564E-05,3.7814E-06,3.24455E-06,7.38862E-06,1.00303E-05,9.84605E-06,8.40451E-06,7.4407E-06,6.98273E-06,6.79375E-06,6.55297E-06,6.71466E-06,7.12488E-06,7.31211E-06,7.00116E-06,6.39641E-06,5.83759E-06,5.53591E-06,5.33679E-06,5.14822E-06,4.97914E-06,4.81439E-06
25,25,ARM05Cv,0.002920186,0.002728664,0.002479441,0.002221698,0.001926275,0.001612753,0.001321414,0.001060993,0.000848898,0.000693807,0.0005929,0.000539077,0.000524643,0.000534644,0.000554174,0.000573143,0.000585772,0.000588996,0.0005795,0.00055636,0.000525597,0.000359318,0.000211212,0.00013285,0.000104015,9.57112E-05,9.65103E-05,9.94951E-05,0.000102195,0.00010734,0.000116028,0.000124758,0.000131186,0.00013771,0.000142818,0.000148012,0.00015448,0.000160768,0.000177362,0.000184469,0.000185338,0.00018144,0.000174944,0.000165231,0.000151847,0.000135533,0.000119134,0.000103356,8.6987E-05,7.07449E-05,5.61765E-05,4.16059E-05,1.20579E-05,4.08347E-06,5.16549E-06,9.33818E-06,1.08952E-05,1.00515E-05,7.6517E-06,6.33187E-06,5.72735E-06,5.58E-06,5.77886E-06,6.05215E-06,6.33294E-06,6.44778E-06,6.17887E-06,5.7184E-06,5.41854E-06,5.21459E-06,5.05839E-06,4.91622E-06,4.73577E-06,4.57953E-06
26,26,ARM03Cv,0.002362951,0.002811617,0.003035747,0.002795913,0.002347272,0.001787555,0.001235377,0.000765078,0.000417052,0.000167165,-6.54651E-06,-0.000127455,-0.000211421,-0.000271271,-0.000313288,-0.000341973,-0.000359812,-0.000369214,-0.000371701,-0.000368522,-0.000332351,-0.000287047,-0.000254765,-0.00024504,-0.000243201,-0.000220746,-0.000183238,-0.000146017,-0.000116737,-8.86915E-05,-6.56762E-05,-4.45746E-05,-2.42533E-05,-6.52488E-06,9.13274E-06,2.22644E-05,3.30802E-05,4.20492E-05,6.16436E-05,7.16914E-05,8.15875E-05,9.11691E-05,0.000101369,0.000108982,0.000113768,0.000115481,0.000114151,0.000111261,0.000107258,0.00010195,9.52222E-05,7.22748E-05,3.10937E-05,1.24035E-05,9.50422E-06,9.80203E-06,1.05439E-05,9.32435E-06,7.50323E-06,6.06295E-06,5.11592E-06,5.18444E-06,5.6141E-06,5.93042E-06,6.03969E-06,5.95494E-06,5.77687E-06,5.53072E-06,5.31135E-06,5.12749E-06,4.97341E-06,4.81494E-06,4.63227E-06,4.43932E-06
27,27,WHI17Tv,-0.005397251,-0.001570982,-0.00146833,-0.001455863,-0.001561879,-0.001607423,-0.001598706,-0.00161113,-0.001558211,-0.001490919,-0.001440054,-0.0013877,-0.001325777,-0.00125569,-0.001177686,-0.001096619,-0.001016397,-0.000938554,-0.000859963,-0.000781505,-0.000753808,-0.000510501,-0.000323587,-0.000191922,-0.000123914,-0.000113443,-0.000132749,-0.000158664,-0.000171002,-0.000186529,-0.00019636,-0.000200193,-0.000202005,-0.000203773,-0.000205746,-0.000205825,-0.000202819,-0.000197018,-0.000170375,-0.000150363,-0.000128296,-0.000105752,-8.62203E-05,-7.03204E-05,-5.59368E-05,-4.34458E-05,-3.29757E-05,-2.46548E-05,-1.80003E-05,-1.25326E-05,-8.55982E-06,-4.69151E-06,1.95724E-05,2.80826E-05,3.22079E-05,3.2869E-05,2.35853E-05,9.93803E-06,9.79254E-06,1.17028E-05,1.32504E-05,1.46095E-05,1.45153E-05,1.37043E-05,1.28248E-05,1.19612E-05,1.08838E-05,9.69882E-06,8.6043E-06,7.57185E-06,6.58919E-06,5.74521E-06,5.15841E-06,4.70105E-06
28,28,WHI16Tv,-0.003513709,-0.002281784,-0.002248626,-0.002715517,-0.002660099,-0.002529635,-0.002297807,-0.002156616,-0.002077126,-0.00201551,-0.001933845,-0.001834224,-0.001715314,-0.001590788,-0.001462272,-0.001330645,-0.001205232,-0.001088101,-0.000980188,-0.000877529,-0.000785502,-0.000492479,-0.000284914,-0.000163763,-9.70899E-05,-6.73966E-05,-7.07426E-05,-8.36362E-05,-8.8592E-05,-0.000100375,-0.000108861,-0.00011429,-0.000119797,-0.000126296,-0.000132881,-0.000136957,-0.000137711,-0.000136764,-0.000130535,-0.000122201,-0.000109492,-9.3034E-05,-7.72978E-05,-6.38005E-05,-5.13203E-05,-4.03174E-05,-3.14559E-05,-2.47754E-05,-1.9491E-05,-1.52457E-05,-1.22932E-05,-1.00776E-05,1.70018E-05,2.64312E-05,3.12782E-05,3.26711E-05,2.47023E-05,1.37628E-05,1.31375E-05,1.37099E-05,1.39638E-05,1.49236E-05,1.4564E-05,1.35219E-05,1.25095E-05,1.16218E-05,1.06999E-05,9.6135E-06,8.54799E-06,7.56267E-06,6.60455E-06,5.77999E-06,5.18914E-06,4.74134E-06
29,29,WOR30Cv,0.00028656,0.000402502,5.0251E-05,-2.21532E-05,-1.38586E-05,6.55619E-05,0.000141054,0.000182254,0.00019358,0.000197035,0.000190643,0.000176344,0.000157765,0.000136354,0.000111471,8.45475E-05,5.63455E-05,3.39825E-05,1.33988E-05,-8.71014E-06,-7.49457E-05,-0.000120745,-0.000129361,-0.000125335,-0.000113095,-0.000103692,-8.34524E-05,-6.40122E-05,-5.01011E-05,-4.05937E-05,-3.44057E-05,-3.12905E-05,-3.13391E-05,-3.42988E-05,-3.80656E-05,-4.03754E-05,-4.00767E-05,-3.74913E-05,-2.0748E-05,-1.00052E-05,-2.62791E-06,1.68368E-06,3.89802E-06,5.1179E-06,6.01258E-06,6.92393E-06,7.81638E-06,8.57987E-06,9.04032E-06,9.04012E-06,8.69244E-06,9.57241E-06,6.25044E-06,4.34337E-06,3.65698E-06,3.20557E-06,2.73031E-06,1.90847E-06,1.00461E-06,2.55921E-07,-3.55042E-07,-5.81956E-07,-5.64062E-07,-5.11034E-07,-3.27002E-07,-1.29649E-07,-6.08115E-09,9.15578E-08,2.48227E-07,3.3054E-07,3.06829E-07,2.52927E-07,2.30836E-07,2.3792E-07
30,30,ARM02Cv,0.001534326,0.002461518,0.002808698,0.002981103,0.002850673,0.00245525,0.001900114,0.001270668,0.000672628,0.000177721,-0.000175806,-0.000399047,-0.00052423,-0.000586568,-0.000611318,-0.00061586,-0.000611181,-0.000605337,-0.000601488,-0.000597526,-0.000626128,-0.000587222,-0.000548747,-0.000509044,-0.000458671,-0.000379957,-0.00031177,-0.000246632,-0.00019393,-0.000150928,-0.000117727,-9.31656E-05,-7.51174E-05,-6.18012E-05,-5.14699E-05,-4.30966E-05,-3.56175E-05,-2.88829E-05,-1.06154E-05,2.32256E-06,1.65377E-05,3.02437E-05,4.22954E-05,5.18813E-05,5.99483E-05,6.67227E-05,7.26996E-05,7.76629E-05,8.07657E-05,8.21158E-05,8.13033E-05,7.33588E-05,3.55219E-05,1.71971E-05,1.23635E-05,1.06714E-05,1.00583E-05,8.32724E-06,7.06981E-06,5.86352E-06,5.29073E-06,5.53057E-06,5.95159E-06,6.18766E-06,6.20518E-06,6.18628E-06,6.12861E-06,5.91404E-06,5.61513E-06,5.34949E-06,5.14782E-06,4.94826E-06,4.71673E-06,4.48366E-06
31,31,ARM17Cv,-0.002228825,-0.001129251,-0.000902823,-0.00077326,-0.000721194,-0.000741359,-0.000782699,-0.000836886,-0.000894094,-0.000945842,-0.000978794,-0.000991027,-0.000985053,-0.000961396,-0.000920753,-0.000865747,-0.000803267,-0.000739064,-0.000677806,-0.000624234,-0.000621908,-0.000528845,-0.0004829,-0.000439741,-0.000395342,-0.000352037,-0.000298342,-0.000251863,-0.000202025,-0.00015201,-0.000107459,-6.96872E-05,-3.91165E-05,-1.52731E-05,3.32326E-06,1.85964E-05,3.17288E-05,4.33183E-05,7.11333E-05,8.43224E-05,9.69226E-05,0.000106116,0.000112849,0.000118849,0.000123357,0.000125502,0.000124783,0.000120563,0.000113179,0.000103647,9.24412E-05,5.60714E-05,1.73793E-05,7.01543E-06,7.24074E-06,9.82783E-06,1.04571E-05,9.15221E-06,7.40127E-06,6.30289E-06,5.94318E-06,5.91081E-06,6.18887E-06,6.37066E-06,6.50907E-06,6.68953E-06,6.56475E-06,6.10829E-06,5.71993E-06,5.42791E-06,5.22782E-06,5.04961E-06,4.82898E-06,4.62874E-06
32,32,ARM19Cv,-0.000375495,-0.00039877,-5.15152E-05,1.40767E-05,1.28588E-05,-5.09617E-05,-0.000146461,-0.000247969,-0.000330143,-0.00038479,-0.000409917,-0.000407071,-0.00037889,-0.000332824,-0.000280632,-0.00023242,-0.000195104,-0.000171882,-0.0001642,-0.000170152,-0.000108035,-0.000211729,-0.000287508,-0.000328583,-0.000292064,-0.000232909,-0.000180254,-0.000138238,-0.000105499,-8.0878E-05,-6.41277E-05,-5.40727E-05,-4.89052E-05,-4.54516E-05,-4.295E-05,-3.97871E-05,-3.65098E-05,-3.315E-05,-1.98683E-05,-8.02719E-06,6.18762E-06,2.18649E-05,3.80713E-05,5.26534E-05,6.40516E-05,7.2774E-05,7.93349E-05,8.40418E-05,8.69504E-05,8.75178E-05,8.58323E-05,7.21679E-05,3.70438E-05,1.94835E-05,1.39901E-05,1.13468E-05,9.82555E-06,7.97902E-06,6.77533E-06,5.73342E-06,5.32392E-06,5.65827E-06,6.06581E-06,6.26467E-06,6.27101E-06,6.26783E-06,6.24214E-06,6.0743E-06,5.75872E-06,5.4639E-06,5.23527E-06,5.01114E-06,4.7573E-06,4.50696E-06
33,33,ARM27Cv,-0.00484987,-0.004781683,-0.004544948,-0.004164994,-0.003722588,-0.003327261,-0.002968698,-0.002686907,-0.002460653,-0.002271814,-0.002111733,-0.001985029,-0.001901975,-0.001853921,-0.001824372,-0.001788602,-0.00171698,-0.001628522,-0.001548553,-0.001487781,-0.00145905,-0.001125004,-0.000821627,-0.000602827,-0.000450394,-0.000344039,-0.000271683,-0.000220204,-0.000187103,-0.000163955,-0.000145063,-0.000125585,-0.000107237,-8.86485E-05,-7.05199E-05,-5.25702E-05,-3.52396E-05,-1.86234E-05,2.73249E-05,5.34186E-05,7.31875E-05,8.75433E-05,9.66664E-05,0.000102697,0.000107511,0.000111096,0.000111523,0.000107395,9.9034E-05,8.79579E-05,7.54514E-05,4.39486E-05,1.59901E-05,8.80053E-06,8.63195E-06,1.02657E-05,9.90977E-06,8.61208E-06,7.12237E-06,6.4142E-06,6.39949E-06,6.46471E-06,6.62591E-06,6.69472E-06,6.8281E-06,7.1307E-06,7.07135E-06,6.62792E-06,6.12996E-06,5.75078E-06,5.48914E-06,5.25488E-06,5.00446E-06,4.76762E-06
34,34,ARM28Cv,-0.002180535,-0.002397522,-0.002248888,-0.002251316,-0.002251811,-0.002269158,-0.002247996,-0.002194021,-0.002137909,-0.002101822,-0.002084428,-0.002075679,-0.002030773,-0.001961379,-0.001891233,-0.001835885,-0.001773581,-0.001698093,-0.001611139,-0.001515614,-0.001312744,-0.001002712,-0.000759625,-0.000591354,-0.000474279,-0.000379573,-0.000301392,-0.000245316,-0.000210022,-0.000188519,-0.00017293,-0.0001561,-0.000133575,-0.000110376,-8.68934E-05,-6.41873E-05,-4.21929E-05,-2.03824E-05,3.35458E-05,5.97761E-05,7.83209E-05,9.20279E-05,0.000100928,0.000105505,0.000107945,0.000109201,0.00010784,0.00010238,9.21649E-05,7.94117E-05,6.63965E-05,4.3408E-05,1.66879E-05,1.00671E-05,1.00875E-05,1.08464E-05,9.57589E-06,8.35423E-06,6.84889E-06,6.27595E-06,6.42606E-06,6.49892E-06,6.65929E-06,6.72862E-06,6.87374E-06,7.17552E-06,7.14258E-06,6.74722E-06,6.26132E-06,5.86517E-06,5.5743E-06,5.31499E-06,5.05052E-06,4.79944E-06
35,35,ARM29Cv,-0.002051227,-0.002326313,-0.002176797,-0.002177129,-0.002194771,-0.002207673,-0.00220594,-0.002202008,-0.002189125,-0.002152725,-0.002110083,-0.002067057,-0.002023107,-0.001965953,-0.001887175,-0.001790414,-0.001680964,-0.00156825,-0.001460626,-0.001353103,-0.001057173,-0.000791576,-0.000613977,-0.000505693,-0.000429345,-0.000365399,-0.000307537,-0.000261479,-0.000231105,-0.000212398,-0.000197102,-0.000177867,-0.000153277,-0.000127825,-0.00010292,-7.91163E-05,-5.60924E-05,-3.32252E-05,2.34385E-05,5.16607E-05,7.2172E-05,8.7574E-05,9.80268E-05,0.000103834,0.000106628,0.000107853,0.000106683,0.000101605,9.16493E-05,7.87282E-05,6.5454E-05,4.3408E-05,1.66879E-05,1.00671E-05,1.00875E-05,1.08464E-05,9.57589E-06,8.35423E-06,6.84889E-06,6.27595E-06,6.42606E-06,6.49892E-06,6.65929E-06,6.72862E-06,6.87374E-06,7.17552E-06,7.14258E-06,6.74722E-06,6.26132E-06,5.86517E-06,5.5743E-06,5.31499E-06,5.05052E-06,4.79944E-06
36,36,ARM02Tv,0.000426136,0.000701418,0.000589815,0.000515314,0.00041623,0.000299994,0.000178965,8.77167E-05,2.38341E-05,-1.59955E-05,-3.9867E-05,-5.30151E-05,-5.76712E-05,-5.82522E-05,-5.7433E-05,-5.61165E-05,-5.66167E-05,-6.00794E-05,-6.59137E-05,-7.33826E-05,-0.000196224,-0.000214325,-0.00017453,-9.77505E-05,-4.48944E-05,-3.22924E-06,3.07801E-05,5.99441E-05,8.14972E-05,9.61733E-05,0.000104886,0.00011117,0.000115719,0.000119441,0.000121948,0.000121589,0.000117014,0.000109311,7.28818E-05,4.60023E-05,2.40758E-05,1.10419E-05,4.0802E-06,2.0177E-07,-1.60642E-06,-2.83476E-06,-3.30427E-06,-2.00072E-06,1.2611E-06,5.78526E-06,1.01034E-05,1.38933E-05,1.62269E-05,1.86368E-05,1.55444E-05,1.39348E-05,1.45533E-05,1.54188E-05,1.6196E-05,1.54375E-05,1.27621E-05,1.08041E-05,9.87039E-06,9.61616E-06,9.6654E-06,9.34216E-06,8.67935E-06,7.70396E-06,6.61001E-06,5.7983E-06,5.31987E-06,5.17864E-06,5.27708E-06,5.51208E-06
37,37,ARM14Tv,0.00394122,0.002960197,0.002681945,0.002408546,0.00212692,0.001846008,0.001591173,0.001359945,0.0011649,0.0010101,0.00088848,0.000795437,0.000724959,0.000669936,0.000610107,0.000541147,0.000482493,0.000431318,0.00038519,0.000341203,0.000276738,0.000160996,7.14233E-05,3.94502E-06,-4.6137E-05,-7.93897E-05,-9.33493E-05,-7.93053E-05,-6.30094E-05,-3.61043E-05,-1.48922E-05,-4.16971E-06,3.11973E-06,9.10285E-06,1.44368E-05,1.86378E-05,2.23633E-05,2.51316E-05,2.72405E-05,2.68219E-05,3.03558E-05,3.7143E-05,4.33283E-05,4.73589E-05,4.85377E-05,4.78748E-05,4.72861E-05,4.70122E-05,4.63923E-05,4.56769E-05,4.55686E-05,4.77326E-05,4.2393E-05,3.17517E-05,2.09234E-05,1.44704E-05,1.48023E-05,1.69252E-05,1.7056E-05,1.65146E-05,1.5222E-05,1.31483E-05,1.11938E-05,9.9565E-06,9.53455E-06,9.32572E-06,8.95278E-06,8.1955E-06,7.11137E-06,6.03902E-06,5.21466E-06,4.85986E-06,4.84038E-06,5.26632E-06
38,38,ARM25Tv,0.001338314,0.000775947,-0.000130149,-0.000525247,-0.000686426,-0.0007821,-0.000836052,-0.000838968,-0.000797809,-0.000703503,-0.000439121,-0.000180464,-0.000130096,-0.000156081,-0.000133786,-1.22362E-05,0.000124799,0.000211484,0.00026689,0.000299473,0.000250872,0.000253517,0.000187384,0.000115692,6.56544E-05,3.17243E-05,-5.94236E-07,-3.1126E-05,-5.97437E-05,-8.32462E-05,-0.000101038,-0.000113824,-0.000122126,-0.00012725,-0.000129029,-0.000128636,-0.000127471,-0.000124351,-0.000100727,-7.50938E-05,-4.97782E-05,-3.06836E-05,-1.53994E-05,-3.54721E-06,4.61411E-06,9.77083E-06,1.31331E-05,1.48605E-05,1.50092E-05,1.43378E-05,1.402E-05,1.67553E-05,1.96437E-05,1.66553E-05,9.99204E-06,8.87381E-06,1.21933E-05,1.46158E-05,1.60248E-05,1.52707E-05,1.31323E-05,1.15439E-05,1.03967E-05,9.59031E-06,9.44442E-06,9.46479E-06,9.04145E-06,8.08733E-06,7.00502E-06,6.15168E-06,5.61641E-06,5.27176E-06,5.16062E-06,5.25861E-06
39,39,ARM26Tv,0.001113461,0.000388645,4.61247E-06,-0.00044926,-0.000611754,-0.000610686,-0.000563641,-0.000510461,-0.000433118,-0.00020356,-1.6562E-05,-5.98872E-05,-0.000165754,-0.000189539,-8.7735E-05,3.46256E-05,0.000100678,0.000135053,0.000149188,0.000149074,0.000200242,0.000131444,8.17197E-05,5.48962E-05,3.639E-05,1.53581E-05,-1.19176E-05,-3.78449E-05,-6.07448E-05,-8.05885E-05,-9.839E-05,-0.000114586,-0.0001282,-0.000138987,-0.000146423,-0.000150099,-0.000150223,-0.000147597,-0.000119038,-8.74168E-05,-5.72944E-05,-3.46268E-05,-1.73106E-05,-4.16684E-06,4.49829E-06,9.7422E-06,1.28704E-05,1.4452E-05,1.47301E-05,1.45412E-05,1.48918E-05,1.97517E-05,2.24686E-05,1.83147E-05,1.03274E-05,8.44652E-06,1.18444E-05,1.45409E-05,1.61002E-05,1.55051E-05,1.34147E-05,1.17909E-05,1.054E-05,9.62011E-06,9.43163E-06,9.47146E-06,9.08293E-06,8.14147E-06,7.08917E-06,6.2526E-06,5.69264E-06,5.30659E-06,5.14369E-06,5.23323E-06
40,40,WHI02Tv,0.000349876,0.001490684,0.002023639,0.001678943,0.00157509,0.001475976,0.001385068,0.001315645,0.001239313,0.001164276,0.00107875,0.000986648,0.00090413,0.000833696,0.000778312,0.000724172,0.000670136,0.000615086,0.000561528,0.000510818,0.000430395,0.00026925,0.000119737,-1.50803E-05,-0.000115962,-0.000168064,-0.000203426,-0.000220777,-0.000223432,-0.000216917,-0.000206496,-0.000196481,-0.000190178,-0.000187892,-0.000187624,-0.000188394,-0.000188811,-0.000188007,-0.000176574,-0.000158373,-0.000135868,-0.00011364,-9.24475E-05,-7.32518E-05,-5.67758E-05,-4.24943E-05,-3.11528E-05,-2.15408E-05,-1.42442E-05,-7.53405E-06,-1.37984E-06,7.58383E-06,2.45246E-05,3.24242E-05,3.61647E-05,3.33201E-05,1.04904E-05,-7.83056E-09,3.05297E-06,7.55892E-06,1.1132E-05,1.3797E-05,1.39681E-05,1.35353E-05,1.29847E-05,1.20929E-05,1.08951E-05,9.64405E-06,8.50621E-06,7.42984E-06,6.45237E-06,5.6715E-06,5.1384E-06,4.69831E-06
41,41,WHI04Tv,0.004190539,0.003252273,0.002867544,0.002354266,0.001931756,0.001644321,0.001414979,0.001249651,0.001094369,0.00093093,0.000758635,0.000618944,0.000531077,0.000482929,0.00045105,0.000424494,0.000396749,0.000365264,0.000330454,0.000292962,0.000334862,0.000179168,5.85637E-05,9.58209E-07,-1.3535E-05,-3.99885E-05,-4.80789E-05,-4.54566E-05,-3.67624E-05,-2.89758E-05,-2.50987E-05,-2.69153E-05,-3.09529E-05,-3.5733E-05,-4.10806E-05,-4.73495E-05,-5.51027E-05,-6.43318E-05,-9.16165E-05,-9.88109E-05,-9.69597E-05,-8.9832E-05,-7.85306E-05,-6.50186E-05,-5.16207E-05,-4.00048E-05,-3.0395E-05,-2.3228E-05,-1.8153E-05,-1.30209E-05,-7.63405E-06,1.07981E-06,2.21164E-05,3.13637E-05,3.53525E-05,3.34969E-05,1.48919E-05,3.80194E-06,6.45138E-06,9.8057E-06,1.21615E-05,1.42241E-05,1.4058E-05,1.34078E-05,1.2666E-05,1.17945E-05,1.0738E-05,9.5672E-06,8.47238E-06,7.44395E-06,6.49764E-06,5.71371E-06,5.17864E-06,4.75107E-06
42,42,WHI05Tv,0.004578754,0.002269456,0.001391208,0.000923776,0.000515796,0.000244708,-2.73604E-05,-0.000265901,-0.000405019,-0.000430522,-0.000377587,-0.000283255,-0.000190439,-0.000125151,-8.30047E-05,-5.92621E-05,-4.61021E-05,-3.68529E-05,-3.1974E-05,-2.98098E-05,-0.000154542,-0.000134233,-0.00012061,-8.54874E-05,-3.53311E-05,-2.10312E-05,5.5447E-06,3.36214E-05,5.50767E-05,6.51618E-05,6.30333E-05,5.51623E-05,4.65051E-05,3.69787E-05,2.71278E-05,1.58591E-05,2.80027E-06,-1.18895E-05,-5.50021E-05,-7.2566E-05,-7.95689E-05,-7.78891E-05,-7.0271E-05,-5.95352E-05,-4.80785E-05,-3.82211E-05,-3.03879E-05,-2.4595E-05,-2.054E-05,-1.61721E-05,-1.11522E-05,4.41801E-06,2.25678E-05,3.39536E-05,3.80771E-05,3.18458E-05,7.23395E-06,3.40275E-06,7.0366E-06,1.0211E-05,1.21465E-05,1.39797E-05,1.36769E-05,1.29813E-05,1.21667E-05,1.13036E-05,1.04179E-05,9.35658E-06,8.28808E-06,7.32204E-06,6.43233E-06,5.71963E-06,5.22207E-06,4.83412E-06
43,43,WHI06Tv,-0.0015838,-0.001964896,-0.000593306,-9.61614E-05,-0.000252498,-0.0003124,-0.000489355,-0.000721553,-0.000903409,-0.000987572,-0.000967559,-0.000903132,-0.000830475,-0.000759283,-0.000693468,-0.000630749,-0.000569372,-0.000512035,-0.000460078,-0.000413416,-0.000376906,-0.000263337,-0.000197081,-0.000145159,-0.000101411,-7.18279E-05,-4.97228E-05,-2.97507E-05,-9.22615E-06,1.40116E-05,3.37269E-05,4.43056E-05,5.04501E-05,5.05826E-05,4.48966E-05,3.52887E-05,2.33899E-05,1.07457E-05,-2.64243E-05,-4.26792E-05,-5.14517E-05,-5.27034E-05,-4.78079E-05,-3.99543E-05,-3.26155E-05,-2.7381E-05,-2.44035E-05,-2.28783E-05,-2.22269E-05,-2.1773E-05,-2.10641E-05,-1.65706E-05,1.04487E-05,2.20914E-05,2.7301E-05,3.02149E-05,2.78559E-05,2.11923E-05,1.82228E-05,1.69414E-05,1.56499E-05,1.54387E-05,1.50325E-05,1.36277E-05,1.23564E-05,1.14372E-05,1.06171E-05,9.62074E-06,8.61361E-06,7.65579E-06,6.68916E-06,5.84789E-06,5.19899E-06,4.72239E-06
44,44,WHI07Tv,-9.2541E-05,-0.000247102,-0.001340392,-0.001318784,-0.001048377,-0.000824533,-0.00063854,-0.000566542,-0.000578832,-0.000587078,-0.000570157,-0.000553056,-0.000536467,-0.000515829,-0.000487529,-0.000450529,-0.000408128,-0.000367464,-0.000326145,-0.000286551,-0.000174673,-0.000102444,-3.844E-05,-7.79485E-07,1.60616E-06,-2.16807E-05,-5.41232E-05,-8.25292E-05,-9.97074E-05,-0.000106822,-0.00010549,-0.000100752,-9.31982E-05,-8.81468E-05,-8.37406E-05,-8.0455E-05,-7.90679E-05,-7.75159E-05,-7.03164E-05,-6.33091E-05,-5.63978E-05,-4.90757E-05,-4.15941E-05,-3.4032E-05,-2.8174E-05,-2.42802E-05,-2.186E-05,-2.07836E-05,-2.0589E-05,-2.07269E-05,-2.03538E-05,-1.65706E-05,1.04487E-05,2.20914E-05,2.7301E-05,3.02149E-05,2.78559E-05,2.11923E-05,1.82228E-05,1.69414E-05,1.56499E-05,1.54387E-05,1.50325E-05,1.36277E-05,1.23564E-05,1.14372E-05,1.06171E-05,9.62074E-06,8.61361E-06,7.65579E-06,6.68916E-06,5.84789E-06,5.19899E-06,4.72239E-06
45,45,WHI09Tv,-0.000338853,-0.000970028,-0.000433118,7.4721E-05,0.000244858,0.000281541,0.000310086,0.000349354,0.000390303,0.000422339,0.000436406,0.000444903,0.000420546,0.000384436,0.000345843,0.00030673,0.000268066,0.000233783,0.0002023,0.000175752,0.000115824,7.16574E-05,4.42882E-05,-1.01124E-05,-7.77418E-05,-0.000151968,-0.000219838,-0.00027594,-0.000319169,-0.000353706,-0.000379173,-0.000392094,-0.000397254,-0.000391505,-0.000376103,-0.000351539,-0.000320297,-0.000287187,-0.000186001,-0.000128781,-8.52812E-05,-5.57532E-05,-3.86165E-05,-2.94814E-05,-2.50205E-05,-2.2625E-05,-2.12191E-05,-2.02502E-05,-1.93065E-05,-1.81459E-05,-1.61289E-05,-1.11203E-05,5.97691E-06,2.07332E-05,2.3235E-05,2.59174E-05,2.76494E-05,2.6635E-05,2.17176E-05,1.93994E-05,1.71585E-05,1.62498E-05,1.56203E-05,1.44669E-05,1.31051E-05,1.2164E-05,1.11479E-05,9.99235E-06,8.89125E-06,7.89984E-06,6.90185E-06,5.92115E-06,5.15234E-06,4.64998E-06
46,46,WHI12Tv,-0.004528531,0.000760191,-6.1388E-05,-0.000574701,-0.000548703,-0.000395476,-0.000336919,-0.000343297,-0.000435405,-0.000519466,-0.000582125,-0.000631549,-0.000685091,-0.000730971,-0.000751339,-0.000736967,-0.000694632,-0.000641165,-0.000591938,-0.000544415,-0.000595022,-0.000460861,-0.00039425,-0.000375696,-0.000382567,-0.000416464,-0.000456236,-0.000488903,-0.000512086,-0.000525046,-0.000525545,-0.000523022,-0.000512835,-0.000496187,-0.000473449,-0.000443542,-0.000406552,-0.000364982,-0.000239812,-0.000170479,-0.000118636,-8.21473E-05,-5.80138E-05,-4.27556E-05,-3.36502E-05,-2.84006E-05,-2.44319E-05,-2.06769E-05,-1.70403E-05,-1.38561E-05,-1.02656E-05,-6.45297E-06,9.75098E-06,2.35876E-05,2.43388E-05,2.66918E-05,2.82451E-05,2.65181E-05,2.04368E-05,1.79755E-05,1.67882E-05,1.59894E-05,1.55762E-05,1.46397E-05,1.34022E-05,1.24857E-05,1.13335E-05,1.00926E-05,8.96039E-06,7.92078E-06,6.89316E-06,5.87771E-06,5.10719E-06,4.59935E-06
