OBJECTID_1,OBJECTID,PadID,tpi_9m,tpi_15m,tpi_21m,tpi_27m,tpi_33m,tpi_39m,tpi_45m,tpi_51m,tpi_57m,tpi_63m,tpi_69m,tpi_75m,tpi_81m,tpi_87m,tpi_93m,tpi_99m,tpi_105m,tpi_111m,tpi_117m,tpi_123m,tpi_130m,tpi_150m,tpi_170m,tpi_190m,tpi_210m,tpi_230m,tpi_250m,tpi_270m,tpi_290m,tpi_310m,tpi_330m,tpi_350m,tpi_370m,tpi_390m,tpi_410m,tpi_430m,tpi_450m,tpi_470m,tpi_490m,tpi_510m,tpi_530m,tpi_550m,tpi_570m,tpi_590m,tpi_610m,tpi_630m,tpi_650m,tpi_670m,tpi_690m,tpi_710m,tpi_730m,tpi_750m,tpi_770m,tpi_790m,tpi_810m,tpi_830m,tpi_850m,tpi_870m,tpi_890m,tpi_910m,tpi_930m,tpi_950m,tpi_970m,tpi_990m,tpi_1010m,tpi_1110m,tpi_1290m,tpi_1470m,tpi_1650m,tpi_1830m,tpi_2010m,tpi_2190m,tpi_2370m,tpi_2550m,tpi_2730m,tpi_2910m,tpi_3090m,tpi_3270m,tpi_3450m,tpi_3630m,tpi_3810m,tpi_3990m,tpi_4170m,tpi_4350m,tpi_4530m,tpi_4710m,tpi_4890m,tpi_5070m
24,24,ARM06Cv,0.028625488,0.137664795,0.277404785,0.43762207,0.57019043,0.66897583,0.721832275,0.731872559,0.708404541,0.661529541,0.594268799,0.516601563,0.438751221,0,0.309387207,0.259918213,0.220245361,0.193115234,0.171905518,0.158599854,0.268493652,0.266265869,0.296844482,0.404144287,0.592041016,0.860809326,1.222595215,1.653503418,2.086975098,2.533569336,2.994140625,3.462921143,3.914764404,4.373168945,4.800628662,5.221710205,5.635009766,6.000396729,6.347351074,6.673858643,6.951660156,7.230712891,7.505554199,7.760162354,7.996185303,8.21005249,8.415161133,8.594848633,8.772644043,8.930236816,9.076568604,9.194580078,9.286743164,9.361694336,9.416931152,9.468475342,9.522155762,9.575408936,9.625366211,9.667572021,9.70022583,9.723144531,9.74029541,9.758728027,9.78338623,9.231933594,9.390350342,9.779815674,10.36975098,11.22024536,12.27249146,13.66189575,14.80142212,15.75073242,16.43496704,17.15719604,18.05285645,19.11651611,20.31195068,21.51489258,22.39657593,23.11203003,23.67333984,24.09661865,24.3812561,24.54205322,24.76342773,24.96646118
25,25,ARM05Cv,0.042755127,0.124206543,0.217712402,0.333526611,0.432495117,0.509063721,0.5574646,0.582946777,0.603881836,0.63571167,0.685821533,0.749145508,0.813995361,0,0.903900146,0.919006348,0.910614014,0.889556885,0.854553223,0.816040039,0.741943359,0.57824707,0.470825195,0.420135498,0.41192627,0.452148438,0.550842285,0.718200684,0.925964355,1.177581787,1.476074219,1.802764893,2.147125244,2.530700684,2.917694092,3.3074646,3.710144043,4.086853027,4.478485107,4.882110596,5.246276855,5.607391357,5.941040039,6.243804932,6.534912109,6.806365967,7.062347412,7.279846191,7.478057861,7.640686035,7.784667969,7.904693604,8.015472412,8.130859375,8.24822998,8.359680176,8.4581604,8.538604736,8.607818604,8.669799805,8.715270996,8.749328613,8.771240234,8.783813477,8.790863037,9.227874756,9.423156738,9.865356445,10.35882568,11.17739868,12.24142456,13.48721313,14.6703186,15.66009521,16.44345093,17.19564819,17.996521,18.99841309,20.17880249,21.29681396,22.11050415,22.79086304,23.33319092,23.75439453,24.05319214,24.21304321,24.41195679,24.6411438
26,26,ARM03Cv,0.061737061,0.178649902,0.310943604,0.491577148,0.65927124,0.813446045,0.939880371,1.038879395,1.12298584,1.182403564,1.22366333,1.247406006,1.261779785,0,1.27520752,1.288848877,1.301452637,1.309783936,1.305023193,1.29119873,1.324035645,1.182373047,1.015533447,0.779846191,0.50970459,0.257995605,0.07244873,-0.03704834,-0.078918457,-0.050323486,0.054992676,0.228973389,0.432830811,0.668273926,0.918182373,1.188293457,1.478271484,1.764678955,2.076446533,2.430908203,2.797790527,3.192504883,3.604553223,3.990081787,4.355407715,4.674530029,4.966003418,5.213317871,5.443450928,5.636444092,5.819549561,5.999725342,6.170043945,6.331481934,6.477111816,6.607421875,6.724060059,6.816558838,6.890777588,6.950256348,6.988861084,7.013214111,7.031402588,7.041412354,7.047241211,6.285308838,6.409912109,6.824005127,7.333648682,8.058532715,9.090606689,10.24017334,11.46374512,12.53900146,13.37289429,14.1473999,14.88623047,15.81710815,16.93634033,17.97473145,18.75021362,19.40402222,19.9256897,20.33731079,20.63619995,20.80221558,20.99606323,21.2383728
27,27,WHI17Tv,-0.032073975,-0.056060791,-0.092834473,-0.149047852,-0.221496582,-0.299926758,-0.383422852,-0.470825195,-0.570251465,-0.670959473,-0.772003174,-0.868652344,-0.964477539,0,-1.144958496,-1.226470947,-1.297515869,-1.354492188,-1.403503418,-1.442596436,-1.627410889,-1.724151611,-1.878540039,-2.108123779,-2.413360596,-2.798492432,-3.224853516,-3.637695313,-4.0050354,-4.335968018,-4.631164551,-4.90737915,-5.107879639,-5.280395508,-5.369842529,-5.442626953,-5.509368896,-5.540771484,-5.561187744,-5.583953857,-5.598327637,-5.601745605,-5.585479736,-5.563018799,-5.534606934,-5.495697021,-5.429443359,-5.365142822,-5.311187744,-5.266571045,-5.221313477,-5.166137695,-5.114624023,-5.060668945,-4.975524902,-4.844238281,-4.688293457,-4.527923584,-4.377807617,-4.224060059,-4.074920654,-3.906951904,-3.729858398,-3.527313232,-3.322784424,-3.225616455,-1.150054932,0.607330322,2.39453125,3.944549561,4.661193848,5.38092041,6.226165771,6.854187012,7.2421875,7.493743896,7.56729126,7.773284912,7.978088379,7.996612549,7.965393066,8.131652832,8.411987305,8.744415283,8.99005127,9.178375244,9.300964355,9.383392334
28,28,WHI16Tv,-0.038299561,-0.105072021,-0.202362061,-0.332489014,-0.469512939,-0.638641357,-0.826629639,-1.012084961,-1.212219238,-1.410125732,-1.617858887,-1.822265625,-2.015838623,0,-2.359710693,-2.517181396,-2.657073975,-2.772827148,-2.865234375,-2.928222656,-3.178771973,-3.187011719,-3.225799561,-3.364990234,-3.575439453,-3.833984375,-4.139251709,-4.459655762,-4.746185303,-5.011566162,-5.256378174,-5.495819092,-5.675292969,-5.825195313,-5.897827148,-5.956268311,-5.986572266,-5.973815918,-5.95501709,-5.94442749,-5.933532715,-5.915100098,-5.890777588,-5.877319336,-5.867889404,-5.844207764,-5.805847168,-5.770751953,-5.743530273,-5.723846436,-5.69720459,-5.650146484,-5.577331543,-5.505493164,-5.406738281,-5.267486572,-5.110321045,-4.952484131,-4.803619385,-4.655426025,-4.517028809,-4.359619141,-4.194671631,-3.997131348,-3.792877197,-3.225616455,-1.150054932,0.607330322,2.39453125,3.944549561,4.661193848,5.38092041,6.226165771,6.854187012,7.2421875,7.493743896,7.56729126,7.773284912,7.978088379,7.996612549,7.965393066,8.131652832,8.411987305,8.744415283,8.99005127,9.178375244,9.300964355,9.383392334
29,29,WOR30Cv,0.025878906,0.060241699,0.109741211,0.189575195,0.27444458,0.358459473,0.432067871,0.48739624,0.530731201,0.558197021,0.58303833,0.594726563,0.598327637,0,0.584472656,0.570831299,0.553863525,0.532196045,0.503540039,0.470581055,0.559448242,0.449737549,0.36895752,0.299560547,0.218231201,0.108032227,-0.015197754,-0.135070801,-0.2265625,-0.278839111,-0.287689209,-0.254333496,-0.199951172,-0.13168335,-0.068847656,-0.003387451,0.056365967,0.10067749,0.139129639,0.173370361,0.197784424,0.211791992,0.218780518,0.224639893,0.224029541,0.218719482,0.211151123,0.20223999,0.193634033,0.1847229,0.176422119,0.167633057,0.157623291,0.150817871,0.152191162,0.163085938,0.179412842,0.198150635,0.216827393,0.23550415,0.254180908,0.2734375,0.293273926,0.312042236,0.325592041,1.32421875,1.13369751,0.74407959,0.419372559,0.183685303,0.006835938,-0.052612305,-0.053619385,-0.002410889,0.030548096,0.062774658,0.112426758,0.235931396,0.371734619,0.486572266,0.622375488,0.752716064,0.872131348,1.036560059,1.208709717,1.3878479,1.5652771,1.733184814
30,30,ARM02Cv,0.022766113,0.087799072,0.178985596,0.309082031,0.43649292,0.556640625,0.655731201,0.732208252,0.79284668,0.836700439,0.867980957,0.889587402,0.90914917,0,0.929931641,0.929443359,0.915985107,0.897888184,0.868682861,0.832824707,0.895812988,0.621368408,0.257202148,-0.141296387,-0.519256592,-0.865142822,-1.171264648,-1.413665771,-1.579528809,-1.689727783,-1.754333496,-1.76184082,-1.722930908,-1.627807617,-1.505187988,-1.363555908,-1.184539795,-0.977020264,-0.743499756,-0.472167969,-0.180999756,0.140594482,0.50491333,0.885894775,1.285339355,1.657958984,2.016845703,2.316558838,2.598144531,2.840576172,3.075012207,3.300567627,3.510009766,3.702545166,3.872894287,4.01739502,4.140350342,4.234710693,4.305603027,4.362731934,4.400939941,4.422790527,4.427734375,4.414276123,4.395355225,3.883575439,3.805145264,4.077178955,4.60534668,5.286407471,6.227111816,7.396850586,8.649139404,9.788757324,10.66320801,11.37792969,12.08578491,12.96627808,14.04260254,15.06155396,15.84939575,16.50250244,17.03063965,17.42352295,17.70559692,17.85388184,18.05914307,18.31246948
31,31,ARM17Cv,-0.009643555,-0.01751709,-0.030609131,-0.054016113,-0.087524414,-0.140533447,-0.212493896,-0.287536621,-0.369049072,-0.446929932,-0.523376465,-0.592407227,-0.657928467,0,-0.789855957,-0.871185303,-0.969482422,-1.074249268,-1.200531006,-1.331695557,-1.622161865,-2.190887451,-2.660400391,-3.078430176,-3.400115967,-3.6199646,-3.748626709,-3.808868408,-3.802703857,-3.729095459,-3.58706665,-3.414306641,-3.222198486,-3.011108398,-2.773834229,-2.495635986,-2.165008545,-1.8125,-1.428833008,-1.03894043,-0.66619873,-0.286560059,0.09765625,0.462982178,0.821960449,1.148681641,1.460235596,1.726013184,1.976837158,2.195739746,2.397491455,2.566619873,2.711456299,2.857330322,3.002990723,3.141052246,3.261871338,3.358703613,3.435333252,3.495788574,3.537658691,3.562805176,3.571838379,3.56338501,3.547576904,4.47177124,4.418426514,4.738586426,5.282989502,6.022399902,7.000366211,8.27331543,9.496673584,10.56549072,11.37322998,12.06433105,12.83856201,13.80465698,14.92956543,16.03167725,16.85327148,17.5302124,18.07736206,18.47991943,18.76647949,18.90716553,19.12225342,19.36300659
32,32,ARM19Cv,-0.032043457,-0.074432373,-0.114562988,-0.156463623,-0.191558838,-0.22946167,-0.274261475,-0.319610596,-0.360290527,-0.387451172,-0.404724121,-0.416992188,-0.432098389,0,-0.468048096,-0.492523193,-0.53729248,-0.593383789,-0.675048828,-0.771362305,-0.956237793,-1.452514648,-2.006500244,-2.564361572,-2.990539551,-3.324615479,-3.590393066,-3.815917969,-4.006408691,-4.172241211,-4.313476563,-4.413024902,-4.422058105,-4.359283447,-4.240692139,-4.084197998,-3.892028809,-3.685699463,-3.442199707,-3.164611816,-2.886291504,-2.582397461,-2.239929199,-1.870727539,-1.460784912,-1.061950684,-0.677764893,-0.345062256,-0.026306152,0.245544434,0.498657227,0.728546143,0.942962646,1.145019531,1.332672119,1.49105835,1.622802734,1.727050781,1.8097229,1.873077393,1.908081055,1.924041748,1.919799805,1.893707275,1.856842041,1.877960205,1.690216064,1.896240234,2.430938721,3.095336914,3.992095947,5.16305542,6.4269104,7.589172363,8.492584229,9.173980713,9.868927002,10.72366333,11.78067017,12.7824707,13.5802002,14.23428345,14.76620483,15.15014648,15.42123413,15.56686401,15.77441406,16.02838135
33,33,ARM27Cv,-0.052093506,-0.131744385,-0.211486816,-0.306976318,-0.40045166,-0.505706787,-0.627532959,-0.76550293,-0.926696777,-1.109069824,-1.337219238,-1.590362549,-1.840332031,0,-2.303619385,-2.537353516,-2.763580322,-2.969024658,-3.168365479,-3.34967041,-3.475006104,-3.933441162,-4.278167725,-4.555511475,-4.77166748,-4.993865967,-5.201538086,-5.363006592,-5.436767578,-5.442932129,-5.402496338,-5.336547852,-5.232452393,-5.070526123,-4.8515625,-4.576019287,-4.243133545,-3.893707275,-3.506958008,-3.100769043,-2.719726563,-2.333831787,-1.952178955,-1.596374512,-1.25302124,-0.938323975,-0.634155273,-0.3543396,-0.074707031,0.178466797,0.412902832,0.621368408,0.805358887,0.973144531,1.117156982,1.238677979,1.355377197,1.461853027,1.554870605,1.628326416,1.669281006,1.692230225,1.693603516,1.679046631,1.651397705,1.783630371,1.325805664,1.438476563,2.067016602,2.728240967,3.590576172,4.882720947,6.16104126,7.282012939,8.142608643,8.731170654,9.496856689,10.42599487,11.50619507,12.55032349,13.43301392,14.12310791,14.6817627,15.06991577,15.3130188,15.46188354,15.6913147,15.91815186
34,34,ARM28Cv,0.006866455,0.01751709,0.012939453,-0.019683838,-0.080749512,-0.17767334,-0.292449951,-0.429351807,-0.632324219,-0.856445313,-1.099121094,-1.331695557,-1.543945313,0,-1.911254883,-2.079711914,-2.237304688,-2.381408691,-2.527679443,-2.669372559,-2.626586914,-3.036621094,-3.332885742,-3.575012207,-3.775848389,-3.969207764,-4.149414063,-4.285217285,-4.363708496,-4.37310791,-4.326141357,-4.241546631,-4.123413086,-3.943359375,-3.710174561,-3.430450439,-3.089355469,-2.730804443,-2.339477539,-1.92666626,-1.534545898,-1.144989014,-0.764709473,-0.409210205,-0.071411133,0.23651123,0.52835083,0.79598999,1.064025879,1.310546875,1.542938232,1.748382568,1.932434082,2.101745605,2.247528076,2.369934082,2.481811523,2.582275391,2.670806885,2.744018555,2.787322998,2.813018799,2.817108154,2.806793213,2.781890869,1.783630371,1.325805664,1.438476563,2.067016602,2.728240967,3.590576172,4.882720947,6.16104126,7.282012939,8.142608643,8.731170654,9.496856689,10.42599487,11.50619507,12.55032349,13.43301392,14.12310791,14.6817627,15.06991577,15.3130188,15.46188354,15.6913147,15.91815186
35,35,ARM29Cv,0.001037598,-0.009613037,-0.040649414,-0.111694336,-0.204864502,-0.314971924,-0.501922607,-0.725982666,-0.969543457,-1.19152832,-1.400909424,-1.594238281,-1.770050049,0,-2.055084229,-2.180511475,-2.300872803,-2.414916992,-2.536743164,-2.657043457,-2.716003418,-3.073577881,-3.347045898,-3.572387695,-3.768463135,-3.965789795,-4.160003662,-4.317596436,-4.426300049,-4.467712402,-4.443847656,-4.369262695,-4.255615234,-4.077850342,-3.855041504,-3.583496094,-3.247894287,-2.899414063,-2.520599365,-2.1222229,-1.735717773,-1.343902588,-0.961669922,-0.599151611,-0.256622314,0.055969238,0.348968506,0.617492676,0.887176514,1.137207031,1.37512207,1.584838867,1.77432251,1.9480896,2.099334717,2.228759766,2.343231201,2.443115234,2.529846191,2.603027344,2.648345947,2.67477417,2.678314209,2.66809082,2.643218994,1.783630371,1.325805664,1.438476563,2.067016602,2.728240967,3.590576172,4.882720947,6.16104126,7.282012939,8.142608643,8.731170654,9.496856689,10.42599487,11.50619507,12.55032349,13.43301392,14.12310791,14.6817627,15.06991577,15.3130188,15.46188354,15.6913147,15.91815186
36,36,ARM02Tv,0.044830322,0.11517334,0.20791626,0.334381104,0.451690674,0.556610107,0.638580322,0.689483643,0.715667725,0.718658447,0.702667236,0.6690979,0.625579834,0,0.528381348,0.480224609,0.436004639,0.398010254,0.363433838,0.334686279,0.319885254,0.280792236,0.266937256,0.227508545,0.179229736,0.131744385,0.120178223,0.160980225,0.242492676,0.338592529,0.450744629,0.611602783,0.780792236,0.966186523,1.121643066,1.244903564,1.323791504,1.381225586,1.449188232,1.537017822,1.621307373,1.704772949,1.811676025,1.928710938,2.066009521,2.207244873,2.349914551,2.475708008,2.597320557,2.710571289,2.821289063,2.921508789,3.016479492,3.117248535,3.222442627,3.33303833,3.457183838,3.589904785,3.737945557,3.908416748,4.077789307,4.245178223,4.407226563,4.566253662,4.734863281,5.412597656,6.347198486,6.961181641,7.366760254,7.797668457,8.386779785,9.295501709,10.34906006,11.2562561,12.1831665,13.05249023,13.6098938,14.14221191,14.76300049,15.43490601,16.16748047,16.81567383,17.42147827,17.99832153,18.45965576,18.82095337,19.16873169,19.49066162
37,37,ARM14Tv,0.048614502,0.111968994,0.172668457,0.229003906,0.257171631,0.270019531,0.287506104,0.320739746,0.378570557,0.44744873,0.531036377,0.624816895,0.717590332,0,0.872680664,0.931640625,0.976470947,1.000213623,1.013183594,1.011138916,0.932403564,0.836700439,0.73638916,0.655670166,0.595550537,0.506408691,0.378540039,0.247283936,0.126068115,0.015289307,-0.076202393,-0.155029297,-0.182647705,-0.14239502,-0.033447266,0.127166748,0.313476563,0.486297607,0.654541016,0.822723389,0.989685059,1.163970947,1.356079102,1.557403564,1.768157959,1.981170654,2.199737549,2.416900635,2.662811279,2.917480469,3.179107666,3.434753418,3.669433594,3.898345947,4.112823486,4.310211182,4.491241455,4.655853271,4.8125,4.97442627,5.123931885,5.266571045,5.393371582,5.515716553,5.632354736,7.17300415,8.008453369,8.942047119,9.61151123,10.38919067,11.26052856,12.11993408,13.02764893,14.04315186,14.95977783,15.54403687,15.97909546,16.418396,17.00415039,17.69052124,18.2755127,18.87463379,19.50463867,20.02548218,20.44052124,20.7878418,21.09640503,21.40631104
38,38,ARM25Tv,-0.013793945,-0.045654297,-0.113555908,-0.201049805,-0.276550293,-0.321868896,-0.364318848,-0.391876221,-0.401611328,-0.415008545,-0.442840576,-0.484313965,-0.535797119,0,-0.653930664,-0.720275879,-0.78894043,-0.848999023,-0.909393311,-0.961547852,-1.015686035,-1.238494873,-1.495788574,-1.877593994,-2.308410645,-2.803436279,-3.309448242,-3.790405273,-4.20098877,-4.548278809,-4.82901001,-5.033416748,-5.147491455,-5.219085693,-5.236755371,-5.19921875,-5.094726563,-4.956939697,-4.815765381,-4.694030762,-4.605041504,-4.518066406,-4.423461914,-4.301422119,-4.148803711,-3.986358643,-3.817016602,-3.657928467,-3.495117188,-3.342437744,-3.184844971,-3.01940918,-2.84463501,-2.655517578,-2.455718994,-2.25604248,-2.05657959,-1.86932373,-1.697418213,-1.532409668,-1.38861084,-1.260314941,-1.154907227,-1.071685791,-1.000732422,-0.744415283,0.208312988,0.897979736,1.479125977,2.057952881,2.707214355,3.545288086,4.426696777,5.354248047,6.274932861,6.989654541,7.547515869,8.051300049,8.675048828,9.431365967,10.14468384,10.76190186,11.36373901,11.89697266,12.337677,12.66430664,12.94064331,13.23812866
39,39,ARM26Tv,-0.001037598,-0.035186768,-0.081085205,-0.140045166,-0.200195313,-0.274841309,-0.387573242,-0.4815979,-0.568511963,-0.653533936,-0.743103027,-0.830413818,-0.90927124,0,-1.028045654,-1.069091797,-1.101226807,-1.121520996,-1.13848877,-1.15133667,-1.264282227,-1.389099121,-1.596588135,-1.919921875,-2.294006348,-2.750854492,-3.278442383,-3.805999756,-4.283630371,-4.688415527,-4.991119385,-5.20489502,-5.335266113,-5.416168213,-5.431793213,-5.381164551,-5.271240234,-5.146881104,-5.027648926,-4.924346924,-4.842224121,-4.755096436,-4.656280518,-4.532684326,-4.376617432,-4.20413208,-4.021606445,-3.850708008,-3.674926758,-3.507629395,-3.332580566,-3.154724121,-2.975952148,-2.787567139,-2.592254639,-2.395629883,-2.19909668,-2.016082764,-1.848937988,-1.68963623,-1.550964355,-1.427215576,-1.325561523,-1.243377686,-1.17288208,-0.726654053,0.213745117,0.931304932,1.541473389,2.163238525,2.84765625,3.654876709,4.518249512,5.460479736,6.381408691,7.060119629,7.610443115,8.108978271,8.730163574,9.495635986,10.19778442,10.80554199,11.40975952,11.9382019,12.37527466,12.69482422,12.96130371,13.25863647
40,40,WHI02Tv,0.026550293,0.105194092,0.218719482,0.383880615,0.570251465,0.787719727,1.021606445,1.244567871,1.49407959,1.74520874,2.012390137,2.275909424,2.527740479,0,2.957305908,3.115661621,3.227783203,3.294891357,3.333526611,3.344085693,3.046447754,2.772033691,2.470458984,2.105377197,1.729858398,1.355041504,0.97644043,0.599304199,0.242614746,-0.09777832,-0.413299561,-0.702758789,-0.919219971,-1.119689941,-1.265655518,-1.406799316,-1.501739502,-1.536376953,-1.564849854,-1.581573486,-1.572357178,-1.555877686,-1.513031006,-1.456878662,-1.37310791,-1.250396729,-1.109191895,-0.984039307,-0.853942871,-0.747192383,-0.66998291,-0.606719971,-0.541259766,-0.457244873,-0.340270996,-0.19833374,-0.054534912,0.093414307,0.247924805,0.419464111,0.610656738,0.834716797,1.055633545,1.285430908,1.512207031,1.91217041,3.923461914,5.672821045,7.533325195,8.987640381,9.607757568,10.31271362,11.09967041,11.69448853,12.0506897,12.30465698,12.37359619,12.61019897,12.87139893,12.95217896,12.94851685,13.11700439,13.39672852,13.72921753,13.97238159,14.15527344,14.28134155,14.36376953
41,41,WHI04Tv,0.080322266,0.147888184,0.218658447,0.314300537,0.413085938,0.511932373,0.590942383,0.651733398,0.718353271,0.792572021,0.867431641,0.930938721,0.984161377,0,1.080108643,1.115325928,1.142547607,1.158294678,1.163635254,1.163848877,1.492706299,1.352233887,1.190826416,1.05859375,0.969116211,0.823547363,0.630981445,0.45513916,0.301055908,0.158905029,0.008605957,-0.181030273,-0.333862305,-0.498321533,-0.6121521,-0.696411133,-0.724639893,-0.727294922,-0.718658447,-0.666564941,-0.583129883,-0.516448975,-0.456207275,-0.402648926,-0.325744629,-0.236877441,-0.154022217,-0.085235596,-0.01461792,0.043182373,0.108642578,0.19039917,0.28918457,0.42300415,0.586303711,0.745452881,0.899291992,1.04864502,1.192077637,1.354949951,1.537109375,1.757781982,1.981109619,2.219299316,2.444244385,0.59854126,2.619506836,4.356231689,6.187011719,7.671325684,8.366607666,9.075744629,9.897796631,10.47705078,10.83703613,11.06954956,11.14181519,11.36743164,11.60003662,11.64593506,11.62075806,11.78866577,12.06051636,12.38708496,12.63449097,12.82302856,12.94561768,13.03051758
